model,target,target_name,state,intended_p_A,intended_p_A_lower,intended_p_A_upper,intended_answer,assisted_intended_crop,highest_unrelated_lower,highest_unrelated_upper,highest_unrelated_upper_object,intended_response
qwen3.5:4b,Gear_Small,Small gear,state_303,0.6176970610405126,0.6176970610405126,0.6176970610405126,A,False,0.47092473171062565,0.47092473171062565,M12_Hex_Nut,raw/qwen3.5-4b/state_303/Gear_Small/Gear_Small.json
qwen3.5:4b,Waterproof_Male,Waterproof connector,original,0.8100212196257536,0.8100212196257536,0.8100212196257536,A,False,0.7652422212317157,0.7652422212317157,DSUB_Male,raw/qwen3.5-4b/original/Waterproof_Male/Waterproof_Male.json
qwen3.5:4b,Waterproof_Male,Waterproof connector,state_101,0.7830064248338079,0.7830064248338079,0.7830064248338079,A,False,0.7316230640955116,0.7316230640955116,DSUB_Male,raw/qwen3.5-4b/state_101/Waterproof_Male/Waterproof_Male.json
qwen3.5:4b,Waterproof_Male,Waterproof connector,state_202,0.6959017021453745,0.6959017021453745,0.6959017021453745,A,False,0.826397303048004,0.826397303048004,DSUB_Male,raw/qwen3.5-4b/state_202/Waterproof_Male/Waterproof_Male.json
qwen3.5:4b,Waterproof_Male,Waterproof connector,state_303,0.7909752104943765,0.7909752104943765,0.7909752104943765,A,False,0.8831476579092841,0.8831476579092841,DSUB_Male,raw/qwen3.5-4b/state_303/Waterproof_Male/Waterproof_Male.json
qwen3.5:4b,M12_Hex_Nut,M12 hex nut,original,0.4906622950564832,0.4906622950564832,0.4906622950564832,A,False,0.25808203920892336,0.25808203920892336,Gear_Small,raw/qwen3.5-4b/original/M12_Hex_Nut/M12_Hex_Nut.json
qwen3.5:4b,M12_Hex_Nut,M12 hex nut,state_101,0.6210907165976777,0.6210907165976777,0.6210907165976777,A,False,0.16711716665810494,0.16711716665810494,Gear_Small,raw/qwen3.5-4b/state_101/M12_Hex_Nut/M12_Hex_Nut.json
qwen3.5:4b,M12_Hex_Nut,M12 hex nut,state_202,0.5912167379174877,0.5912167379174877,0.5912167379174877,A,False,0.1486700280409403,0.1486700280409403,Gear_Small,raw/qwen3.5-4b/state_202/M12_Hex_Nut/M12_Hex_Nut.json
qwen3.5:4b,M12_Hex_Nut,M12 hex nut,state_303,0.3738367287608314,0.3738367287608314,0.3738367287608314,C,False,0.1861163298712371,0.1861163298712371,Gear_Small,raw/qwen3.5-4b/state_303/M12_Hex_Nut/M12_Hex_Nut.json
qwen3.5:4b,M16_Hex_Nut,M16 hex nut,original,0.4039860981527006,0.4039860981527006,0.4039860981527006,C,False,0.37006720705585733,0.37006720705585733,Gear_Small,raw/qwen3.5-4b/original/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:4b,M16_Hex_Nut,M16 hex nut,state_101,0.6025005025449773,0.6025005025449773,0.6025005025449773,A,False,0.27925664741422335,0.27925664741422335,Gear_Small,raw/qwen3.5-4b/state_101/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:4b,M16_Hex_Nut,M16 hex nut,state_202,0.7341122548264903,0.7341122548264903,0.7341122548264903,A,False,0.3353840484327576,0.3353840484327576,Gear_Small,raw/qwen3.5-4b/state_202/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:4b,M16_Hex_Nut,M16 hex nut,state_303,0.3918238605967813,0.3918238605967813,0.3918238605967813,C,False,0.17805898340339263,0.17805898340339263,Gear_Small,raw/qwen3.5-4b/state_303/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:4b,RGOCG16-50_16mm,16 mm round pin,original,0.8207688964013089,0.8207688964013089,0.8207688964013089,A,False,0.38737994519401703,0.38737994519401703,DSUB_Male,raw/qwen3.5-4b/original/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:4b,RGOCG16-50_16mm,16 mm round pin,state_101,0.8274818677355338,0.8274818677355338,0.8274818677355338,A,False,0.30439787706243576,0.30439787706243576,DSUB_Male,raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:4b,RGOCG16-50_16mm,16 mm round pin,state_202,0.8036398259658203,0.8036398259658203,0.8036398259658203,A,False,0.3880866241267041,0.3880866241267041,DSUB_Male,raw/qwen3.5-4b/state_202/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:4b,RGOCG16-50_16mm,16 mm round pin,state_303,0.709742486855967,0.709742486855967,0.709742486855967,A,False,0.5963614430827863,0.5963614430827863,DSUB_Male,raw/qwen3.5-4b/state_303/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:4b,RGOCG12-50_12mm,12 mm round pin,original,0.7887711565504301,0.7887711565504301,0.7887711565504301,A,False,0.3780663703342484,0.3780663703342484,Waterproof_Male,raw/qwen3.5-4b/original/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:4b,RGOCG12-50_12mm,12 mm round pin,state_101,0.6596873424616883,0.6596873424616883,0.6596873424616883,A,False,0.36205206560143277,0.36205206560143277,Waterproof_Male,raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:4b,RGOCG12-50_12mm,12 mm round pin,state_202,0.7724974840791579,0.7724974840791579,0.7724974840791579,A,False,0.4625632871711365,0.4625632871711365,DSUB_Male,raw/qwen3.5-4b/state_202/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:4b,RGOCG12-50_12mm,12 mm round pin,state_303,0.729121496415175,0.729121496415175,0.729121496415175,A,False,0.4886385795013504,0.4886385795013504,DSUB_Male,raw/qwen3.5-4b/state_303/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:4b,RGOCG8-50_8mm,8 mm round pin,original,0.6939817635946619,0.6939817635946619,0.6939817635946619,A,False,0.40888059436488094,0.40888059436488094,DSUB_Male,raw/qwen3.5-4b/original/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:4b,RGOCG8-50_8mm,8 mm round pin,state_101,0.6585484667279258,0.6585484667279258,0.6585484667279258,A,False,0.3183763841960803,0.3183763841960803,Waterproof_Male,raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:4b,RGOCG8-50_8mm,8 mm round pin,state_202,0.7338775387336851,0.7338775387336851,0.7338775387336851,A,False,0.39834863889622324,0.39834863889622324,DSUB_Male,raw/qwen3.5-4b/state_202/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:4b,RGOCG8-50_8mm,8 mm round pin,state_303,0.8036292160382614,0.8036292160382614,0.8036292160382614,A,False,0.5044933078976562,0.5044933078976562,DSUB_Male,raw/qwen3.5-4b/state_303/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:4b,USB_Male,USB connector + cable,original,0.8700935810351655,0.8700935810351655,0.8700935810351655,A,False,0.44191169363498023,0.44191169363498023,DSUB_Male,raw/qwen3.5-4b/original/USB_Male/USB_Male.json
qwen3.5:4b,USB_Male,USB connector + cable,state_101,0.9069645979948108,0.9069645979948108,0.9069645979948108,A,True,0.29186997638944784,0.29186997638944784,DSUB_Male,raw/qwen3.5-4b/state_101/USB_Male/USB_Male.json
qwen3.5:4b,USB_Male,USB connector + cable,state_202,0.889730987512076,0.889730987512076,0.889730987512076,A,False,0.22835810239141624,0.22835810239141624,DSUB_Male,raw/qwen3.5-4b/state_202/USB_Male/USB_Male.json
qwen3.5:4b,USB_Male,USB connector + cable,state_303,0.9329738626041588,0.9329738626041588,0.9329738626041588,A,True,0.21526523062440098,0.21526523062440098,M12_Hex_Nut,raw/qwen3.5-4b/state_303/USB_Male/USB_Male.json
qwen3.5:4b,DSUB_Male,DSUB connector,original,0.7939588468329908,0.7939588468329908,0.7939588468329908,A,False,0.6951338732400051,0.6951338732400051,USB_Male,raw/qwen3.5-4b/original/DSUB_Male/DSUB_Male.json
qwen3.5:4b,DSUB_Male,DSUB connector,state_101,0.7251843899942628,0.7251843899942628,0.7251843899942628,A,False,0.7925171886722632,0.7925171886722632,USB_Male,raw/qwen3.5-4b/state_101/DSUB_Male/DSUB_Male.json
qwen3.5:4b,DSUB_Male,DSUB connector,state_202,0.829964582890229,0.829964582890229,0.829964582890229,A,False,0.6141752073350786,0.6141752073350786,USB_Male,raw/qwen3.5-4b/state_202/DSUB_Male/DSUB_Male.json
qwen3.5:4b,DSUB_Male,DSUB connector,state_303,0.863619744678796,0.863619744678796,0.863619744678796,A,False,0.7905933274678498,0.7905933274678498,USB_Male,raw/qwen3.5-4b/state_303/DSUB_Male/DSUB_Male.json
