model,scope,state,cutoff,intended_retained_min,intended_retained_max,intended_total,intended_gate_unknown,family_retained_min,family_retained_max,family_total,family_gate_unknown,unrelated_retained_min,unrelated_retained_max,unrelated_total,unrelated_gate_unknown
gemma4:12b,all_crops,all,0.9,44,44,44,0,100,100,100,0,72,72,384,0
gemma4:12b,all_crops,all,0.95,43,43,44,0,98,98,100,0,68,68,384,0
gemma4:12b,all_crops,all,0.98,43,43,44,0,98,98,100,0,65,65,384,0
gemma4:12b,all_crops,all,0.99,43,43,44,0,98,98,100,0,61,61,384,0
gemma4:12b,all_crops,all,0.995,43,43,44,0,98,98,100,0,55,55,384,0
gemma4:12b,all_crops,all,0.999,40,40,44,0,94,94,100,0,46,46,384,0
gemma4:12b,all_crops,all,0.9999,37,37,44,0,83,83,100,0,27,27,384,0
gemma4:12b,all_crops,all,0.99999,23,23,44,0,56,56,100,0,3,3,384,0
gemma4:12b,all_crops,all,0.999999,0,0,44,0,0,0,100,0,0,0,384,0
gemma4:12b,autonomous_depth_only,original,0.6,11,11,11,0,25,25,25,0,22,22,96,0
gemma4:12b,autonomous_depth_only,original,0.65,11,11,11,0,25,25,25,0,22,22,96,0
gemma4:12b,autonomous_depth_only,original,0.7,11,11,11,0,25,25,25,0,22,22,96,0
gemma4:12b,autonomous_depth_only,original,0.8,11,11,11,0,25,25,25,0,21,21,96,0
gemma4:12b,autonomous_depth_only,original,0.9,11,11,11,0,25,25,25,0,21,21,96,0
gemma4:12b,autonomous_depth_only,original,0.95,11,11,11,0,25,25,25,0,19,19,96,0
gemma4:12b,autonomous_depth_only,original,0.98,11,11,11,0,25,25,25,0,17,17,96,0
gemma4:12b,autonomous_depth_only,original,0.99,11,11,11,0,25,25,25,0,17,17,96,0
gemma4:12b,autonomous_depth_only,original,0.995,11,11,11,0,25,25,25,0,14,14,96,0
gemma4:12b,autonomous_depth_only,original,0.999,11,11,11,0,25,25,25,0,11,11,96,0
gemma4:12b,autonomous_depth_only,original,0.9999,10,10,11,0,23,23,25,0,6,6,96,0
gemma4:12b,autonomous_depth_only,original,0.99999,6,6,11,0,14,14,25,0,1,1,96,0
gemma4:12b,autonomous_depth_only,original,0.999999,0,0,11,0,0,0,25,0,0,0,96,0
gemma4:12b,autonomous_depth_only,state_101,0.6,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_101,0.65,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_101,0.7,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_101,0.8,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_101,0.9,10,10,10,0,24,24,24,0,16,16,86,0
gemma4:12b,autonomous_depth_only,state_101,0.95,9,9,10,0,22,22,24,0,16,16,86,0
gemma4:12b,autonomous_depth_only,state_101,0.98,9,9,10,0,22,22,24,0,16,16,86,0
gemma4:12b,autonomous_depth_only,state_101,0.99,9,9,10,0,22,22,24,0,16,16,86,0
gemma4:12b,autonomous_depth_only,state_101,0.995,9,9,10,0,22,22,24,0,15,15,86,0
gemma4:12b,autonomous_depth_only,state_101,0.999,8,8,10,0,21,21,24,0,12,12,86,0
gemma4:12b,autonomous_depth_only,state_101,0.9999,8,8,10,0,19,19,24,0,8,8,86,0
gemma4:12b,autonomous_depth_only,state_101,0.99999,5,5,10,0,13,13,24,0,0,0,86,0
gemma4:12b,autonomous_depth_only,state_101,0.999999,0,0,10,0,0,0,24,0,0,0,86,0
gemma4:12b,autonomous_depth_only,state_202,0.6,11,11,11,0,25,25,25,0,19,19,96,0
gemma4:12b,autonomous_depth_only,state_202,0.65,11,11,11,0,25,25,25,0,19,19,96,0
gemma4:12b,autonomous_depth_only,state_202,0.7,11,11,11,0,25,25,25,0,19,19,96,0
gemma4:12b,autonomous_depth_only,state_202,0.8,11,11,11,0,25,25,25,0,17,17,96,0
gemma4:12b,autonomous_depth_only,state_202,0.9,11,11,11,0,25,25,25,0,16,16,96,0
gemma4:12b,autonomous_depth_only,state_202,0.95,11,11,11,0,25,25,25,0,15,15,96,0
gemma4:12b,autonomous_depth_only,state_202,0.98,11,11,11,0,25,25,25,0,14,14,96,0
gemma4:12b,autonomous_depth_only,state_202,0.99,11,11,11,0,25,25,25,0,13,13,96,0
gemma4:12b,autonomous_depth_only,state_202,0.995,11,11,11,0,25,25,25,0,12,12,96,0
gemma4:12b,autonomous_depth_only,state_202,0.999,10,10,11,0,23,23,25,0,10,10,96,0
gemma4:12b,autonomous_depth_only,state_202,0.9999,10,10,11,0,22,22,25,0,3,3,96,0
gemma4:12b,autonomous_depth_only,state_202,0.99999,5,5,11,0,14,14,25,0,1,1,96,0
gemma4:12b,autonomous_depth_only,state_202,0.999999,0,0,11,0,0,0,25,0,0,0,96,0
gemma4:12b,autonomous_depth_only,state_303,0.6,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_303,0.65,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_303,0.7,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_303,0.8,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_303,0.9,10,10,10,0,24,24,24,0,17,17,86,0
gemma4:12b,autonomous_depth_only,state_303,0.95,10,10,10,0,24,24,24,0,16,16,86,0
gemma4:12b,autonomous_depth_only,state_303,0.98,10,10,10,0,24,24,24,0,16,16,86,0
gemma4:12b,autonomous_depth_only,state_303,0.99,10,10,10,0,24,24,24,0,13,13,86,0
gemma4:12b,autonomous_depth_only,state_303,0.995,10,10,10,0,24,24,24,0,12,12,86,0
gemma4:12b,autonomous_depth_only,state_303,0.999,9,9,10,0,23,23,24,0,11,11,86,0
gemma4:12b,autonomous_depth_only,state_303,0.9999,7,7,10,0,17,17,24,0,9,9,86,0
gemma4:12b,autonomous_depth_only,state_303,0.99999,5,5,10,0,13,13,24,0,1,1,86,0
gemma4:12b,autonomous_depth_only,state_303,0.999999,0,0,10,0,0,0,24,0,0,0,86,0
gemma4:12b,autonomous_depth_only,all,0.6,42,42,42,0,98,98,98,0,75,75,364,0
gemma4:12b,autonomous_depth_only,all,0.65,42,42,42,0,98,98,98,0,75,75,364,0
gemma4:12b,autonomous_depth_only,all,0.7,42,42,42,0,98,98,98,0,75,75,364,0
gemma4:12b,autonomous_depth_only,all,0.8,42,42,42,0,98,98,98,0,72,72,364,0
gemma4:12b,autonomous_depth_only,all,0.9,42,42,42,0,98,98,98,0,70,70,364,0
gemma4:12b,autonomous_depth_only,all,0.95,41,41,42,0,96,96,98,0,66,66,364,0
gemma4:12b,autonomous_depth_only,all,0.98,41,41,42,0,96,96,98,0,63,63,364,0
gemma4:12b,autonomous_depth_only,all,0.99,41,41,42,0,96,96,98,0,59,59,364,0
gemma4:12b,autonomous_depth_only,all,0.995,41,41,42,0,96,96,98,0,53,53,364,0
gemma4:12b,autonomous_depth_only,all,0.999,38,38,42,0,92,92,98,0,44,44,364,0
gemma4:12b,autonomous_depth_only,all,0.9999,35,35,42,0,81,81,98,0,26,26,364,0
gemma4:12b,autonomous_depth_only,all,0.99999,21,21,42,0,54,54,98,0,3,3,364,0
gemma4:12b,autonomous_depth_only,all,0.999999,0,0,42,0,0,0,98,0,0,0,364,0
