model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,logp_A,p_A,p_A_lower,p_A_upper,logp_B,p_B,p_B_lower,p_B_upper,logp_C,p_C,p_C_lower,p_C_upper
gemma4:12b,state_303,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/state_303/DSUB_Male.png,951cf97dc3898e2a3029bf7b3818dace43fcdf8abc4c737bf166e9942e4e2383,raw/gemma4-12b/state_303/RGOCG16-50_16mm/DSUB_Male.json,1.0115491999895312,A,-3.635949542513117e-05,0.9999636411655733,0.9999636411655733,0.9999636411655733,-10.270037651062012,3.4656070562587926e-05,3.4656070562587926e-05,3.4656070562587926e-05,-16.066072463989258,1.0534001673872853e-07,1.0534001673872853e-07,1.0534001673872853e-07
gemma4:12b,state_101,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/gemma4-12b/state_101/Gear_Small/M12_Hex_Nut.json,1.165730300010182,A,-4.005512528237887e-05,0.9999599456769135,0.9999599456769135,0.9999599456769135,-10.150096893310547,3.9072295648214665e-05,3.9072295648214665e-05,3.9072295648214665e-05,-16.39842987060547,7.555311858872026e-08,7.555311858872026e-08,7.555311858872026e-08
gemma4:12b,state_303,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/gemma4-12b/state_303/Gear_Small/M12_Hex_Nut.json,1.1817704999702983,A,-4.0293551137438044e-05,0.9999597072606368,0.9999597072606368,0.9999597072606368,-10.124085426330566,4.010195682032289e-05,4.010195682032289e-05,4.010195682032289e-05,-16.791120529174805,5.101630603358848e-08,5.101630603358848e-08,5.101630603358848e-08
gemma4:12b,state_303,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/gemma4-12b/state_303/Gear_Medium/M12_Hex_Nut.json,1.1225060999859124,A,-4.0770406485535204e-05,0.9999592304246162,0.9999592304246162,0.9999592304246162,-10.110060691833496,4.06683385103669e-05,4.06683385103669e-05,4.06683385103669e-05,-17.120346069335938,3.6705248935906036e-08,3.6705248935906036e-08,3.6705248935906036e-08
gemma4:12b,state_101,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/gemma4-12b/state_101/Gear_Medium/M12_Hex_Nut.json,1.1124012999935076,A,-4.1128048906102777e-05,0.9999588727968405,0.9999588727968405,0.9999588727968405,-10.126638412475586,3.9999707656058393e-05,3.9999707656058393e-05,3.9999707656058393e-05,-15.662164688110352,1.577641425135852e-07,1.577641425135852e-07,1.577641425135852e-07
gemma4:12b,original,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gemma4-12b/original/Gear_Medium/M12_Hex_Nut.json,1.18261999997776,A,-4.6373490476980805e-05,0.9999536275847567,0.9999536275847567,0.9999536275847567,-9.982780456542969,4.618846545414164e-05,4.618846545414164e-05,4.618846545414164e-05,-17.763776779174805,1.9288114125364735e-08,1.9288114125364735e-08,1.9288114125364735e-08
gemma4:12b,state_101,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/gemma4-12b/state_101/Gear_Large/M12_Hex_Nut.json,1.173333500046283,A,-5.221503306529485e-05,0.9999477863301158,0.9999477863301158,0.9999477863301158,-9.881980895996094,5.108697957826208e-05,5.108697957826208e-05,5.108697957826208e-05,-16.350969314575195,7.922536576636731e-08,7.922536576636731e-08,7.922536576636731e-08
gemma4:12b,state_303,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/state_303/M16_Hex_Nut.png,833d5826b6258166aa076165f38a3b094d64d204a81c4b806c996e3191b00983,raw/gemma4-12b/state_303/Gear_Medium/M16_Hex_Nut.json,1.1437309000175446,A,-5.3168758313404396e-05,0.99994683265512,0.99994683265512,0.99994683265512,-9.854743957519531,5.249755517640328e-05,5.249755517640328e-05,5.249755517640328e-05,-16.598201751708984,6.187177419065849e-08,6.187177419065849e-08,6.187177419065849e-08
gemma4:12b,state_101,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/gemma4-12b/state_101/Gear_Large/M16_Hex_Nut.json,1.1731723000411876,A,-5.6864446378313005e-05,0.9999431371703736,0.9999431371703736,0.9999431371703736,-9.782203674316406,5.644726749393318e-05,5.644726749393318e-05,5.644726749393318e-05,-16.757314682006836,5.2770438389756833e-08,5.2770438389756833e-08,5.2770438389756833e-08
gemma4:12b,state_101,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/gemma4-12b/state_101/Waterproof_Male/M12_Hex_Nut.json,1.2710872000316158,A,-6.80708180880174e-05,0.9999319314986775,0.9999319314986775,0.9999319314986775,-9.603132247924805,6.751692519245364e-05,6.751692519245364e-05,6.751692519245364e-05,-16.096309661865234,1.0220250365590903e-07,1.0220250365590903e-07,1.0220250365590903e-07
gemma4:12b,state_303,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/state_303/M16_Hex_Nut.png,833d5826b6258166aa076165f38a3b094d64d204a81c4b806c996e3191b00983,raw/gemma4-12b/state_303/Gear_Small/M16_Hex_Nut.json,1.151910200016573,A,-7.140891102608293e-05,0.9999285936385295,0.9999285936385295,0.9999285936385295,-9.56103229522705,7.042006682933823e-05,7.042006682933823e-05,7.042006682933823e-05,-17.046663284301758,3.951192608917202e-08,3.951192608917202e-08,3.951192608917202e-08
gemma4:12b,original,Waterproof_Male,Waterproof connector,USB_Male,False,False,False,input_crops/original/USB_Male.png,9655c4c73f92054fa731c1091211eb73e90cf928b613414b530d06f1a9f4647c,raw/gemma4-12b/original/Waterproof_Male/USB_Male.json,1.3796287999721244,A,-7.355483830906451e-05,0.9999264478667818,0.9999264478667818,0.9999264478667818,-9.52018928527832,7.335577786746507e-05,7.335577786746507e-05,7.335577786746507e-05,-17.660276412963867,2.139140966644786e-08,2.139140966644786e-08,2.139140966644786e-08
gemma4:12b,state_202,Waterproof_Male,Waterproof connector,USB_Male,False,False,False,input_crops/state_202/USB_Male.png,a0c930dd9c5206a04601a466c9f68dc4c1e3f4ee1c0f97f37b0b950adec45985,raw/gemma4-12b/state_202/Waterproof_Male/USB_Male.json,1.3855859000468627,A,-7.546232518507168e-05,0.9999245405220246,0.9999245405220246,0.9999245405220246,-9.494612693786621,7.525616778404128e-05,7.525616778404128e-05,7.525616778404128e-05,-17.466909408569336,2.59547964901834e-08,2.59547964901834e-08,2.59547964901834e-08
gemma4:12b,state_101,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/gemma4-12b/state_101/Gear_Small/M16_Hex_Nut.json,1.1585105000413023,A,-7.689294579904526e-05,0.9999231100103877,0.9999231100103877,0.9999231100103877,-9.477649688720703,7.654362725883582e-05,7.654362725883582e-05,7.654362725883582e-05,-16.10245132446289,1.0157673396198319e-07,1.0157673396198319e-07,1.0157673396198319e-07
gemma4:12b,state_202,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/gemma4-12b/state_202/Gear_Large/M16_Hex_Nut.json,1.2418501999927685,A,-7.880044722696766e-05,0.9999212026574468,0.9999212026574468,0.9999212026574468,-9.453620910644531,7.8405152614442e-05,7.8405152614442e-05,7.8405152614442e-05,-16.632217407226562,5.980255762673597e-08,5.980255762673597e-08,5.980255762673597e-08
gemma4:12b,state_303,Waterproof_Male,Waterproof connector,USB_Male,False,False,True,input_crops/state_303/USB_Male.png,5a3874a9c4c9ea46017e36201d2d720bdf18ca97b04e8ef6860e4458139d0368,raw/gemma4-12b/state_303/Waterproof_Male/USB_Male.json,1.3788707999628969,A,-8.559592970414087e-05,0.9999144077335229,0.9999144077335229,0.9999144077335229,-9.373373985290527,8.495626313188617e-05,8.495626313188617e-05,8.495626313188617e-05,-17.068065643310547,3.867526288170363e-08,3.867526288170363e-08,3.867526288170363e-08
gemma4:12b,state_101,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/gemma4-12b/state_101/Gear_Medium/M16_Hex_Nut.json,1.1571160000166856,A,-9.775639773579314e-05,0.9999022483802652,0.9999022483802652,0.9999022483802652,-9.237259864807129,9.734396072368171e-05,9.734396072368171e-05,9.734396072368171e-05,-16.637351989746094,5.949628342767934e-08,5.949628342767934e-08,5.949628342767934e-08
gemma4:12b,state_202,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,input_crops/state_202/DSUB_Male.png,7cc2d3860523df277d6407a141d1e6f5ac1825291a509806faae51c8b11dadd5,raw/gemma4-12b/state_202/RGOCG8-50_8mm/DSUB_Male.json,0.8280669000232592,A,-0.00010037925676442683,0.9998996257810646,0.9998996257810646,0.9998996257810646,-9.244780540466309,9.661461439397674e-05,9.661461439397674e-05,9.661461439397674e-05,-14.628470420837402,4.435432940814103e-07,4.435432940814103e-07,4.435432940814103e-07
gemma4:12b,state_303,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/state_303/DSUB_Male.png,951cf97dc3898e2a3029bf7b3818dace43fcdf8abc4c737bf166e9942e4e2383,raw/gemma4-12b/state_303/RGOCG12-50_12mm/DSUB_Male.json,0.9247851999825798,A,-0.0001150435782619752,0.9998849630389968,0.9998849630389968,0.9998849630389968,-9.08328628540039,0.00011354784302608547,0.00011354784302608547,0.00011354784302608547,-15.15041446685791,2.631834638312315e-07,2.631834638312315e-07,2.631834638312315e-07
gemma4:12b,state_101,Waterproof_Male,Waterproof connector,USB_Male,False,False,True,input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,raw/gemma4-12b/state_101/Waterproof_Male/USB_Male.json,1.339136399968993,A,-0.00011552047362783924,0.9998844861986051,0.9998844861986051,0.9998844861986051,-9.070084571838379,0.00011505680766900376,0.00011505680766900376,0.00011505680766900376,-16.678775787353516,5.70820695861798e-08,5.70820695861798e-08,5.70820695861798e-08
gemma4:12b,original,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gemma4-12b/original/Gear_Medium/M16_Hex_Nut.json,1.1983197000226937,A,-0.0001326887431787327,0.9998673200595832,0.9998673200595832,0.9998673200595832,-8.929240226745605,0.00013245862482885512,0.00013245862482885512,0.00013245862482885512,-17.121173858642578,3.66748772957331e-08,3.66748772957331e-08,3.66748772957331e-08
gemma4:12b,state_101,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/gemma4-12b/state_101/RGOCG16-50_16mm/Waterproof_Male.json,0.9982185999979265,A,-0.00014174988609738648,0.9998582601599431,0.9998582601599431,0.9998582601599431,-8.88332748413086,0.00013868193501784061,0.00013868193501784061,0.00013868193501784061,-14.326590538024902,5.998474056307094e-07,5.998474056307094e-07,5.998474056307094e-07
gemma4:12b,state_101,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/gemma4-12b/state_101/RGOCG8-50_8mm/Waterproof_Male.json,0.820053800009191,A,-0.0001450882264180109,0.9998549222983697,0.9998549222983697,0.9998549222983697,-8.850326538085938,0.00014333492432193,0.00014333492432193,0.00014333492432193,-15.078079223632812,2.829263491202129e-07,2.829263491202129e-07,2.829263491202129e-07
gemma4:12b,state_303,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/gemma4-12b/state_303/Waterproof_Male/M12_Hex_Nut.json,1.2718576000188477,A,-0.00018485108739696443,0.9998151659965127,0.9998151659965127,0.9998151659965127,-8.604788780212402,0.00018322625911552505,0.00018322625911552505,0.00018322625911552505,-15.695510864257812,1.525900590195276e-07,1.525900590195276e-07,1.525900590195276e-07
gemma4:12b,state_202,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/state_202/DSUB_Male.png,7cc2d3860523df277d6407a141d1e6f5ac1825291a509806faae51c8b11dadd5,raw/gemma4-12b/state_202/RGOCG12-50_12mm/DSUB_Male.json,0.9013198000029661,A,-0.00025078817270696163,0.9997492432720181,0.9997492432720181,0.9997492432720181,-8.314043998718262,0.00024505105074980896,0.00024505105074980896,0.00024505105074980896,-14.087162971496582,7.621191173489051e-07,7.621191173489051e-07,7.621191173489051e-07
gemma4:12b,state_101,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/gemma4-12b/state_101/RGOCG12-50_12mm/Waterproof_Male.json,0.8854895000113174,A,-0.0002915688091889024,0.9997084736928655,0.9997084736928655,0.9997084736928655,-8.168564796447754,0.00028342449652792143,0.00028342449652792143,0.00028342449652792143,-13.122936248779297,1.9988545853690166e-06,1.9988545853690166e-06,1.9988545853690166e-06
gemma4:12b,original,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gemma4-12b/original/RGOCG8-50_8mm/Waterproof_Male.json,0.9170805999892764,A,-0.0003390886995475739,0.9996609687845279,0.9996609687845279,0.9996609687845279,-8.018861770629883,0.0003291945085063653,0.0003291945085063653,0.0003291945085063653,-12.337143898010254,4.3857763633788765e-06,4.3857763633788765e-06,4.3857763633788765e-06
gemma4:12b,state_202,Waterproof_Male,Waterproof connector,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/gemma4-12b/state_202/Waterproof_Male/M16_Hex_Nut.json,1.273564199975226,A,-0.0003579303447622806,0.9996421337046616,0.9996421337046616,0.9996421337046616,-7.941684246063232,0.00035560704388747885,0.00035560704388747885,0.00035560704388747885,-15.20936107635498,2.4811807967934503e-07,2.4811807967934503e-07,2.4811807967934503e-07
gemma4:12b,original,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gemma4-12b/original/Gear_Small/M16_Hex_Nut.json,1.3290123000042513,A,-0.00039293139707297087,0.9996071457903584,0.9996071457903584,0.9996071457903584,-7.8436384201049805,0.0003922393098607269,0.0003922393098607269,0.0003922393098607269,-16.57468605041504,6.334397441964545e-08,6.334397441964545e-08,6.334397441964545e-08
gemma4:12b,state_101,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,raw/gemma4-12b/state_101/RGOCG12-50_12mm/DSUB_Male.json,0.9139840999851003,A,-0.0004843454225920141,0.9995157718537173,0.9995157718537173,0.9995157718537173,-7.643806457519531,0.0004790016779561424,0.0004790016779561424,0.0004790016779561424,-12.814050674438477,2.7222531014115494e-06,2.7222531014115494e-06,2.7222531014115494e-06
gemma4:12b,state_202,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/state_202/DSUB_Male.png,7cc2d3860523df277d6407a141d1e6f5ac1825291a509806faae51c8b11dadd5,raw/gemma4-12b/state_202/RGOCG16-50_16mm/DSUB_Male.json,0.9956350999418646,A,-0.0006168598774820566,0.9993833303414573,0.9993833303414573,0.9993833303414573,-7.399659156799316,0.0006114611379870028,0.0006114611379870028,0.0006114611379870028,-13.272561073303223,1.7210756696133553e-06,1.7210756696133553e-06,1.7210756696133553e-06
gemma4:12b,original,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/gemma4-12b/original/RGOCG16-50_16mm/DSUB_Male.json,1.0090512000024319,A,-0.0006175755988806486,0.9993826150616784,0.9993826150616784,0.9993826150616784,-7.394679546356201,0.0006145135699087477,0.0006145135699087477,0.0006145135699087477,-13.589152336120605,1.2540248039050116e-06,1.2540248039050116e-06,1.2540248039050116e-06
gemma4:12b,original,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/gemma4-12b/original/RGOCG12-50_12mm/DSUB_Male.json,0.8946265000267886,A,-0.0006357663660310209,0.9993644356905825,0.9993644356905825,0.9993644356905825,-7.364574909210205,0.0006332945569566166,0.0006332945569566166,0.0006332945569566166,-13.428326606750488,1.4728273947428203e-06,1.4728273947428203e-06,1.4728273947428203e-06
gemma4:12b,state_202,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/gemma4-12b/state_202/Gear_Small/M16_Hex_Nut.json,1.1761240999912843,A,-0.0007162870606407523,0.9992839694116963,0.9992839694116963,0.9992839694116963,-7.2438154220581055,0.0007145801274767531,0.0007145801274767531,0.0007145801274767531,-14.817992210388184,3.669676241389867e-07,3.669676241389867e-07,3.669676241389867e-07
gemma4:12b,state_202,DSUB_Male,DSUB connector,USB_Male,False,False,False,input_crops/state_202/USB_Male.png,a0c930dd9c5206a04601a466c9f68dc4c1e3f4ee1c0f97f37b0b950adec45985,raw/gemma4-12b/state_202/DSUB_Male/USB_Male.json,0.9568437999696471,A,-0.0007588165462948382,0.999241471282173,0.999241471282173,0.999241471282173,-7.1848320960998535,0.0007579962677855014,0.0007579962677855014,0.0007579962677855014,-16.08536720275879,1.0332699148352543e-07,1.0332699148352543e-07,1.0332699148352543e-07
gemma4:12b,state_202,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/gemma4-12b/state_202/Gear_Medium/M16_Hex_Nut.json,1.1328625000314787,A,-0.0009684482356533408,0.9990320205589925,0.9990320205589925,0.9990320205589925,-6.94077730178833,0.0009675172519094782,0.0009675172519094782,0.0009675172519094782,-16.298749923706055,8.347238956142083e-08,8.347238956142083e-08,8.347238956142083e-08
gemma4:12b,state_101,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,raw/gemma4-12b/state_101/RGOCG16-50_16mm/DSUB_Male.json,1.0605304000200704,A,-0.0010593181941658258,0.998941242685285,0.998941242685285,0.998941242685285,-6.85445499420166,0.0010547463218380888,0.0010547463218380888,0.0010547463218380888,-13.555153846740723,1.2973927987062296e-06,1.2973927987062296e-06,1.2973927987062296e-06
gemma4:12b,state_101,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,raw/gemma4-12b/state_101/RGOCG8-50_8mm/DSUB_Male.json,0.825064399978146,A,-0.0010979239596053958,0.998902678538386,0.998902678538386,0.998902678538386,-6.820408821105957,0.0010912746949444598,0.0010912746949444598,0.0010912746949444598,-12.539886474609375,3.5809355151451514e-06,3.5809355151451514e-06,3.5809355151451514e-06
gemma4:12b,original,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/gemma4-12b/original/RGOCG8-50_8mm/DSUB_Male.json,0.8194598999689333,A,-0.0011369490530341864,0.9988636970286632,0.9988636970286632,0.9988636970286632,-6.78502082824707,0.001130584155290209,0.001130584155290209,0.001130584155290209,-12.625337600708008,3.2876497810979294e-06,3.2876497810979294e-06,3.2876497810979294e-06
gemma4:12b,original,Gear_Large,Large gear,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gemma4-12b/original/Gear_Large/Waterproof_Male.json,1.2966121000354178,A,-0.0014694991987198591,0.9985315799865423,0.9985315799865423,0.9985315799865423,-6.524474143981934,0.0014670904225629461,0.0014670904225629461,0.0014670904225629461,-15.294306755065918,2.279118842986704e-07,2.279118842986704e-07,2.279118842986704e-07
