model,target,target_name,state,intended_p_A,intended_p_A_lower,intended_p_A_upper,intended_answer,assisted_intended_crop,highest_unrelated_lower,highest_unrelated_upper,highest_unrelated_upper_object,intended_response
gemma4:12b,RGOCG8-50_8mm,8 mm round pin,state_101,0.9999973773956583,0.9999973773956583,0.9999973773956583,A,False,0.9998549222983697,0.9998549222983697,Waterproof_Male,raw/gemma4-12b/state_101/RGOCG8-50_8mm/RGOCG8-50_8mm.json
gemma4:12b,RGOCG8-50_8mm,8 mm round pin,state_202,0.999996542930667,0.999996542930667,0.999996542930667,A,False,0.9998996257810646,0.9998996257810646,DSUB_Male,raw/gemma4-12b/state_202/RGOCG8-50_8mm/RGOCG8-50_8mm.json
gemma4:12b,RGOCG8-50_8mm,8 mm round pin,state_303,0.9999949932096399,0.9999949932096399,0.9999949932096399,A,False,0.9999718666068776,0.9999718666068776,DSUB_Male,raw/gemma4-12b/state_303/RGOCG8-50_8mm/RGOCG8-50_8mm.json
gemma4:12b,USB_Male,USB connector + cable,original,0.9999930858610072,0.9999930858610072,0.9999930858610072,A,False,0.992103815097187,0.992103815097187,DSUB_Male,raw/gemma4-12b/original/USB_Male/USB_Male.json
gemma4:12b,USB_Male,USB connector + cable,state_101,0.9999954700467981,0.9999954700467981,0.9999954700467981,A,True,0.9915884133037908,0.9915884133037908,DSUB_Male,raw/gemma4-12b/state_101/USB_Male/USB_Male.json
gemma4:12b,USB_Male,USB connector + cable,state_202,0.9999927282334015,0.9999927282334015,0.9999927282334015,A,False,0.000587803465386099,0.000587803465386099,DSUB_Male,raw/gemma4-12b/state_202/USB_Male/USB_Male.json
gemma4:12b,USB_Male,USB connector + cable,state_303,0.9999914169306978,0.9999914169306978,0.9999914169306978,A,True,0.00013070946881195476,0.00013070946881195476,Waterproof_Male,raw/gemma4-12b/state_303/USB_Male/USB_Male.json
gemma4:12b,DSUB_Male,DSUB connector,original,0.9999645948420485,0.9999645948420485,0.9999645948420485,A,False,0.766607761218001,0.766607761218001,USB_Male,raw/gemma4-12b/original/DSUB_Male/DSUB_Male.json
gemma4:12b,DSUB_Male,DSUB connector,state_101,0.999975919724226,0.999975919724226,0.999975919724226,A,False,0.9975359439988996,0.9975359439988996,Waterproof_Male,raw/gemma4-12b/state_101/DSUB_Male/DSUB_Male.json
gemma4:12b,DSUB_Male,DSUB connector,state_202,0.9999957084656899,0.9999957084656899,0.9999957084656899,A,False,0.999241471282173,0.999241471282173,USB_Male,raw/gemma4-12b/state_202/DSUB_Male/DSUB_Male.json
gemma4:12b,DSUB_Male,DSUB connector,state_303,0.999995231628418,0.999995231628418,0.999995231628418,A,False,0.5241929270083178,0.5241929270083178,Waterproof_Male,raw/gemma4-12b/state_303/DSUB_Male/DSUB_Male.json
