model,state,target,target_name,target_family,posthoc_identity,observed_family,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,logp_A,p_A,p_A_lower,p_A_upper,logp_B,p_B,p_B_lower,p_B_upper,logp_C,p_C,p_C_lower,p_C_upper
qwen3.5:9b,original,DSUB_Male,DSUB connector,DSUB_Male,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-9b/responses/original/DSUB_Male/Gear_Large.json,0.43188889999873936,C,-4.530998229980469,0.010769919848163658,0.010769919848163658,0.010769919848163658,-1.4887754917144775,0.22564879525665868,0.22564879525665868,0.22564879525665868,-0.2704412341117859,0.7630427395630242,0.7630427395630242,0.7630427395630242
qwen3.5:9b,original,Gear_Large,Large gear,gear,Gear_Medium,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/Gear_Large/Gear_Medium.json,0.4217355999862775,A,-0.010285701602697372,0.9897670153276775,0.9897670153276775,0.9897670153276775,-6.37214994430542,0.0017084821327772697,0.0017084821327772697,0.0017084821327772697,-4.799220561981201,0.008236164127287641,0.008236164127287641,0.008236164127287641
qwen3.5:9b,original,Gear_Medium,Medium gear,gear,Gear_Medium,gear,True,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/Gear_Medium/Gear_Medium.json,0.05899319995660335,A,-0.010285701602697372,0.9897670153276775,0.9897670153276775,0.9897670153276775,-6.37214994430542,0.0017084821327772697,0.0017084821327772697,0.0017084821327772697,-4.799220561981201,0.008236164127287641,0.008236164127287641,0.008236164127287641
qwen3.5:9b,original,Gear_Small,Small gear,gear,Gear_Medium,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/Gear_Small/Gear_Medium.json,0.05536430003121495,A,-0.010285701602697372,0.9897670153276775,0.9897670153276775,0.9897670153276775,-6.37214994430542,0.0017084821327772697,0.0017084821327772697,0.0017084821327772697,-4.799220561981201,0.008236164127287641,0.008236164127287641,0.008236164127287641
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/Waterproof_Male/Gear_Medium.json,0.3952751999604516,B,-5.051268577575684,0.006401207864626405,0.006401207864626405,0.006401207864626405,-0.25298574566841125,0.7764789499332774,0.7764789499332774,0.7764789499332774,-1.5306289196014404,0.2163995266056891,0.2163995266056891,0.2163995266056891
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,hex_nut,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/M12_Hex_Nut/Gear_Medium.json,0.4116846999968402,B,-4.896438121795654,0.007473154186307637,0.007473154186307637,0.007473154186307637,-0.03049776889383793,0.9699625961543217,0.9699625961543217,0.9699625961543217,-3.82414174079895,0.02183716944221565,0.02183716944221565,0.02183716944221565
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,hex_nut,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/M16_Hex_Nut/Gear_Medium.json,0.05724310001824051,B,-4.896438121795654,0.007473154186307637,0.007473154186307637,0.007473154186307637,-0.03049776889383793,0.9699625961543217,0.9699625961543217,0.9699625961543217,-3.82414174079895,0.02183716944221565,0.02183716944221565,0.02183716944221565
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,round_pin,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/RGOCG16-50_16mm/Gear_Medium.json,0.4178410000167787,B,-4.332668781280518,0.013132453036368166,0.013132453036368166,0.013132453036368166,-0.1560521423816681,0.8555145806402135,0.8555145806402135,0.8555145806402135,-2.0341362953186035,0.13079340060545774,0.13079340060545774,0.13079340060545774
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,round_pin,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/RGOCG12-50_12mm/Gear_Medium.json,0.057507799996528774,B,-4.332668781280518,0.013132453036368166,0.013132453036368166,0.013132453036368166,-0.1560521423816681,0.8555145806402135,0.8555145806402135,0.8555145806402135,-2.0341362953186035,0.13079340060545774,0.13079340060545774,0.13079340060545774
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,round_pin,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/RGOCG8-50_8mm/Gear_Medium.json,0.05452419997891411,B,-4.332668781280518,0.013132453036368166,0.013132453036368166,0.013132453036368166,-0.1560521423816681,0.8555145806402135,0.8555145806402135,0.8555145806402135,-2.0341362953186035,0.13079340060545774,0.13079340060545774,0.13079340060545774
qwen3.5:9b,original,USB_Male,USB connector + cable,USB_Male,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/USB_Male/Gear_Medium.json,0.42948579997755587,B,-5.3394317626953125,0.00479859667736721,0.00479859667736721,0.00479859667736721,-0.2030925452709198,0.8162027022300629,0.8162027022300629,0.8162027022300629,-1.7228507995605469,0.17855639316525543,0.17855639316525543,0.17855639316525543
qwen3.5:9b,original,DSUB_Male,DSUB connector,DSUB_Male,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,qwen3.5-9b/responses/original/DSUB_Male/Gear_Medium.json,0.4237278000218794,B,-4.577153205871582,0.010284131468482208,0.010284131468482208,0.010284131468482208,-0.5802469849586487,0.5597600971664222,0.5597600971664222,0.5597600971664222,-0.8459864258766174,0.4291338406357977,0.4291338406357977,0.4291338406357977
qwen3.5:9b,original,Gear_Large,Large gear,gear,Gear_Small,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/Gear_Large/Gear_Small.json,0.41632670001126826,A,-0.006075622048228979,0.9939427972216879,0.9939427972216879,0.9939427972216879,-6.7255730628967285,0.0011998328027987035,0.0011998328027987035,0.0011998328027987035,-5.392591953277588,0.004550164224938336,0.004550164224938336,0.004550164224938336
qwen3.5:9b,original,Gear_Medium,Medium gear,gear,Gear_Small,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/Gear_Medium/Gear_Small.json,0.05772199999773875,A,-0.006075622048228979,0.9939427972216879,0.9939427972216879,0.9939427972216879,-6.7255730628967285,0.0011998328027987035,0.0011998328027987035,0.0011998328027987035,-5.392591953277588,0.004550164224938336,0.004550164224938336,0.004550164224938336
qwen3.5:9b,original,Gear_Small,Small gear,gear,Gear_Small,gear,True,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/Gear_Small/Gear_Small.json,0.05944919999456033,A,-0.006075622048228979,0.9939427972216879,0.9939427972216879,0.9939427972216879,-6.7255730628967285,0.0011998328027987035,0.0011998328027987035,0.0011998328027987035,-5.392591953277588,0.004550164224938336,0.004550164224938336,0.004550164224938336
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/Waterproof_Male/Gear_Small.json,0.4143016000161879,C,-3.3316619396209717,0.03573366849186641,0.03573366849186641,0.03573366849186641,-0.9692541360855103,0.379365887932743,0.379365887932743,0.379365887932743,-0.5376517176628113,0.5841183178227201,0.5841183178227201,0.5841183178227201
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,hex_nut,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/M12_Hex_Nut/Gear_Small.json,0.41289989999495447,B,-4.455792427062988,0.0116111152661538,0.0116111152661538,0.0116111152661538,-0.026348955929279327,0.9739951489177349,0.9739951489177349,0.9739951489177349,-4.272366523742676,0.013948734052705752,0.013948734052705752,0.013948734052705752
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,hex_nut,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/M16_Hex_Nut/Gear_Small.json,0.058554999995976686,B,-4.455792427062988,0.0116111152661538,0.0116111152661538,0.0116111152661538,-0.026348955929279327,0.9739951489177349,0.9739951489177349,0.9739951489177349,-4.272366523742676,0.013948734052705752,0.013948734052705752,0.013948734052705752
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,round_pin,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/RGOCG16-50_16mm/Gear_Small.json,0.40515840001171455,B,-3.4219069480895996,0.032650113464500835,0.032650113464500835,0.032650113464500835,-0.317469984292984,0.7279885315368505,0.7279885315368505,0.7279885315368505,-1.4325881004333496,0.23869036750455552,0.23869036750455552,0.23869036750455552
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,round_pin,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/RGOCG12-50_12mm/Gear_Small.json,0.057463200006168336,B,-3.4219069480895996,0.032650113464500835,0.032650113464500835,0.032650113464500835,-0.317469984292984,0.7279885315368505,0.7279885315368505,0.7279885315368505,-1.4325881004333496,0.23869036750455552,0.23869036750455552,0.23869036750455552
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,round_pin,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/RGOCG8-50_8mm/Gear_Small.json,0.05465210002148524,B,-3.4219069480895996,0.032650113464500835,0.032650113464500835,0.032650113464500835,-0.317469984292984,0.7279885315368505,0.7279885315368505,0.7279885315368505,-1.4325881004333496,0.23869036750455552,0.23869036750455552,0.23869036750455552
qwen3.5:9b,original,USB_Male,USB connector + cable,USB_Male,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/USB_Male/Gear_Small.json,0.42304079997120425,B,-4.896756172180176,0.007470777724682393,0.007470777724682393,0.007470777724682393,-0.5743511915206909,0.5630700749587989,0.5630700749587989,0.5630700749587989,-0.8473938703536987,0.42853028341813465,0.42853028341813465,0.42853028341813465
qwen3.5:9b,original,DSUB_Male,DSUB connector,DSUB_Male,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,qwen3.5-9b/responses/original/DSUB_Male/Gear_Small.json,0.4047300000092946,C,-3.5278921127319336,0.0293667524754925,0.0293667524754925,0.0293667524754925,-1.8794889450073242,0.15266810762218752,0.15266810762218752,0.15266810762218752,-0.20264916121959686,0.8165646737311436,0.8165646737311436,0.8165646737311436
qwen3.5:9b,original,Gear_Large,Large gear,gear,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/Gear_Large/Waterproof_Male.json,0.4219357999972999,C,-4.952951431274414,0.007062533555678058,0.007062533555678058,0.007062533555678058,-1.0005247592926025,0.367686443659178,0.367686443659178,0.367686443659178,-0.4707014858722687,0.6245639917617307,0.6245639917617307,0.6245639917617307
qwen3.5:9b,original,Gear_Medium,Medium gear,gear,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/Gear_Medium/Waterproof_Male.json,0.05967490002512932,C,-4.952951431274414,0.007062533555678058,0.007062533555678058,0.007062533555678058,-1.0005247592926025,0.367686443659178,0.367686443659178,0.367686443659178,-0.4707014858722687,0.6245639917617307,0.6245639917617307,0.6245639917617307
qwen3.5:9b,original,Gear_Small,Small gear,gear,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/Gear_Small/Waterproof_Male.json,0.05608020001091063,C,-4.952951431274414,0.007062533555678058,0.007062533555678058,0.007062533555678058,-1.0005247592926025,0.367686443659178,0.367686443659178,0.367686443659178,-0.4707014858722687,0.6245639917617307,0.6245639917617307,0.6245639917617307
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,Waterproof_Male,Waterproof_Male,True,True,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/Waterproof_Male/Waterproof_Male.json,0.4231489999801852,A,-0.003505525877699256,0.9965006113046954,0.9965006113046954,0.9965006113046954,-7.961357116699219,0.0003486795973172599,0.0003486795973172599,0.0003486795973172599,-5.837972640991211,0.0029147458760970433,0.0029147458760970433,0.0029147458760970433
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/M12_Hex_Nut/Waterproof_Male.json,0.4213888000231236,C,-3.8833119869232178,0.020582543055927924,0.020582543055927924,0.020582543055927924,-1.094510793685913,0.3347033058746484,0.3347033058746484,0.3347033058746484,-0.4399622678756714,0.6440607224039212,0.6440607224039212,0.6440607224039212
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/M16_Hex_Nut/Waterproof_Male.json,0.05865720001747832,C,-3.8833119869232178,0.020582543055927924,0.020582543055927924,0.020582543055927924,-1.094510793685913,0.3347033058746484,0.3347033058746484,0.3347033058746484,-0.4399622678756714,0.6440607224039212,0.6440607224039212,0.6440607224039212
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/RGOCG16-50_16mm/Waterproof_Male.json,0.42531189997680485,C,-2.585300922393799,0.07537339464574787,0.07537339464574787,0.07537339464574787,-1.4312254190444946,0.23901584813888893,0.23901584813888893,0.23901584813888893,-0.37979185581207275,0.6840037658048659,0.6840037658048659,0.6840037658048659
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/RGOCG12-50_12mm/Waterproof_Male.json,0.07616009999765083,C,-2.585300922393799,0.07537339464574787,0.07537339464574787,0.07537339464574787,-1.4312254190444946,0.23901584813888893,0.23901584813888893,0.23901584813888893,-0.37979185581207275,0.6840037658048659,0.6840037658048659,0.6840037658048659
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/RGOCG8-50_8mm/Waterproof_Male.json,0.05593899998348206,C,-2.585300922393799,0.07537339464574787,0.07537339464574787,0.07537339464574787,-1.4312254190444946,0.23901584813888893,0.23901584813888893,0.23901584813888893,-0.37979185581207275,0.6840037658048659,0.6840037658048659,0.6840037658048659
qwen3.5:9b,original,USB_Male,USB connector + cable,USB_Male,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/USB_Male/Waterproof_Male.json,0.4211264999466948,B,-3.309950351715088,0.03651798676414488,0.03651798676414488,0.03651798676414488,-0.6570249199867249,0.5183912981885235,0.5183912981885235,0.5183912981885235,-0.8119168281555176,0.44400616648993246,0.44400616648993246,0.44400616648993246
qwen3.5:9b,original,DSUB_Male,DSUB connector,DSUB_Male,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,qwen3.5-9b/responses/original/DSUB_Male/Waterproof_Male.json,0.42657209996832535,A,-0.38309749960899353,0.681746426035514,0.681746426035514,0.681746426035514,-1.9795140027999878,0.13813635488178844,0.13813635488178844,0.13813635488178844,-1.7263611555099487,0.17793069552144555,0.17793069552144555,0.17793069552144555
qwen3.5:9b,original,Gear_Large,Large gear,gear,M12_Hex_Nut,hex_nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,qwen3.5-9b/responses/original/Gear_Large/M12_Hex_Nut.json,0.40249449998373166,A,-0.449579656124115,0.637896231049225,0.637896231049225,0.637896231049225,-2.3906404972076416,0.0915710141117605,0.0915710141117605,0.0915710141117605,-1.3128266334533691,0.26905845088380664,0.26905845088380664,0.26905845088380664
qwen3.5:9b,original,Gear_Medium,Medium gear,gear,M12_Hex_Nut,hex_nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,qwen3.5-9b/responses/original/Gear_Medium/M12_Hex_Nut.json,0.05887560005066916,A,-0.449579656124115,0.637896231049225,0.637896231049225,0.637896231049225,-2.3906404972076416,0.0915710141117605,0.0915710141117605,0.0915710141117605,-1.3128266334533691,0.26905845088380664,0.26905845088380664,0.26905845088380664
qwen3.5:9b,original,Gear_Small,Small gear,gear,M12_Hex_Nut,hex_nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,qwen3.5-9b/responses/original/Gear_Small/M12_Hex_Nut.json,0.05519450001884252,A,-0.449579656124115,0.637896231049225,0.637896231049225,0.637896231049225,-2.3906404972076416,0.0915710141117605,0.0915710141117605,0.0915710141117605,-1.3128266334533691,0.26905845088380664,0.26905845088380664,0.26905845088380664
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,M12_Hex_Nut,hex_nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,qwen3.5-9b/responses/original/Waterproof_Male/M12_Hex_Nut.json,0.40600720001384616,C,-0.9509522318840027,0.38637293160332825,0.38637293160332825,0.38637293160332825,-3.3391129970550537,0.035468404352022746,0.035468404352022746,0.035468404352022746,-0.5507199764251709,0.5765345696182229,0.5765345696182229,0.5765345696182229
