model,target,target_name,state,intended_p_A,intended_p_A_lower,intended_p_A_upper,intended_answer,assisted_intended_crop,highest_unrelated_lower,highest_unrelated_upper,highest_unrelated_upper_object,intended_response
qwen3.5:9b,M16_Hex_Nut,M16 hex nut,original,0.963740347292215,0.963740347292215,0.963740347292215,A,False,0.13899979592390355,0.13899979592390355,Gear_Small,raw/qwen3.5-9b/original/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:9b,M16_Hex_Nut,M16 hex nut,state_101,0.9443078055110133,0.9443078055110133,0.9443078055110133,A,False,0.06467456051173684,0.06467456051173684,Waterproof_Male,raw/qwen3.5-9b/state_101/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:9b,M16_Hex_Nut,M16 hex nut,state_202,0.988545596436563,0.988545596436563,0.988545596436563,A,False,0.13056178721291192,0.13056178721291192,Gear_Small,raw/qwen3.5-9b/state_202/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:9b,M16_Hex_Nut,M16 hex nut,state_303,0.9868965743673824,0.9868965743673824,0.9868965743673824,A,False,0.08022166876375351,0.08022166876375351,DSUB_Male,raw/qwen3.5-9b/state_303/M16_Hex_Nut/M16_Hex_Nut.json
qwen3.5:9b,RGOCG16-50_16mm,16 mm round pin,original,0.9875548481280664,0.9875548481280664,0.9875548481280664,A,False,0.8920258899818677,0.8920258899818677,Waterproof_Male,raw/qwen3.5-9b/original/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:9b,RGOCG16-50_16mm,16 mm round pin,state_101,0.9777122742657071,0.9777122742657071,0.9777122742657071,A,False,0.918541430295373,0.918541430295373,M12_Hex_Nut,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:9b,RGOCG16-50_16mm,16 mm round pin,state_202,0.9822559350771781,0.9822559350771781,0.9822559350771781,A,False,0.9336845872123968,0.9336845872123968,DSUB_Male,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:9b,RGOCG16-50_16mm,16 mm round pin,state_303,0.9808170206965551,0.9808170206965551,0.9808170206965551,A,False,0.910238804432423,0.910238804432423,DSUB_Male,raw/qwen3.5-9b/state_303/RGOCG16-50_16mm/RGOCG16-50_16mm.json
qwen3.5:9b,RGOCG12-50_12mm,12 mm round pin,original,0.9883113506837229,0.9883113506837229,0.9883113506837229,A,False,0.9025680433454074,0.9025680433454074,Waterproof_Male,raw/qwen3.5-9b/original/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:9b,RGOCG12-50_12mm,12 mm round pin,state_101,0.9586843836921519,0.9586843836921519,0.9586843836921519,A,False,0.9342432005818262,0.9342432005818262,Waterproof_Male,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:9b,RGOCG12-50_12mm,12 mm round pin,state_202,0.9729239935537751,0.9729239935537751,0.9729239935537751,A,False,0.9374864121642589,0.9374864121642589,DSUB_Male,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:9b,RGOCG12-50_12mm,12 mm round pin,state_303,0.984806000864953,0.984806000864953,0.984806000864953,A,False,0.9392806268038686,0.9392806268038686,DSUB_Male,raw/qwen3.5-9b/state_303/RGOCG12-50_12mm/RGOCG12-50_12mm.json
qwen3.5:9b,RGOCG8-50_8mm,8 mm round pin,original,0.9892151953345211,0.9892151953345211,0.9892151953345211,A,False,0.9001851654460178,0.9001851654460178,Gear_Medium,raw/qwen3.5-9b/original/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:9b,RGOCG8-50_8mm,8 mm round pin,state_101,0.9820275313053949,0.9820275313053949,0.9820275313053949,A,False,0.9260230030134735,0.9260230030134735,M12_Hex_Nut,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:9b,RGOCG8-50_8mm,8 mm round pin,state_202,0.987373411766149,0.987373411766149,0.987373411766149,A,False,0.9291738886490533,0.9291738886490533,DSUB_Male,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:9b,RGOCG8-50_8mm,8 mm round pin,state_303,0.9930816291362863,0.9930816291362863,0.9930816291362863,A,False,0.9303584078914573,0.9303584078914573,DSUB_Male,raw/qwen3.5-9b/state_303/RGOCG8-50_8mm/RGOCG8-50_8mm.json
qwen3.5:9b,USB_Male,USB connector + cable,original,0.9791847465539907,0.9791847465539907,0.9791847465539907,A,False,0.27367802607745206,0.27367802607745206,DSUB_Male,raw/qwen3.5-9b/original/USB_Male/USB_Male.json
qwen3.5:9b,USB_Male,USB connector + cable,state_101,0.9879665968422295,0.9879665968422295,0.9879665968422295,A,True,0.4040168006153569,0.4040168006153569,M16_Hex_Nut,raw/qwen3.5-9b/state_101/USB_Male/USB_Male.json
qwen3.5:9b,USB_Male,USB connector + cable,state_202,0.9822121264197585,0.9822121264197585,0.9822121264197585,A,False,0.37022663050214005,0.37022663050214005,M12_Hex_Nut,raw/qwen3.5-9b/state_202/USB_Male/USB_Male.json
qwen3.5:9b,USB_Male,USB connector + cable,state_303,0.9880384209158363,0.9880384209158363,0.9880384209158363,A,True,0.23360547526679484,0.23360547526679484,M12_Hex_Nut,raw/qwen3.5-9b/state_303/USB_Male/USB_Male.json
qwen3.5:9b,DSUB_Male,DSUB connector,original,0.9883656505754764,0.9883656505754764,0.9883656505754764,A,False,0.9787433737781875,0.9787433737781875,USB_Male,raw/qwen3.5-9b/original/DSUB_Male/DSUB_Male.json
qwen3.5:9b,DSUB_Male,DSUB connector,state_101,0.9795057772323327,0.9795057772323327,0.9795057772323327,A,False,0.9800379267304664,0.9800379267304664,USB_Male,raw/qwen3.5-9b/state_101/DSUB_Male/DSUB_Male.json
qwen3.5:9b,DSUB_Male,DSUB connector,state_202,0.9811873439557939,0.9811873439557939,0.9811873439557939,A,False,0.9729553453292275,0.9729553453292275,USB_Male,raw/qwen3.5-9b/state_202/DSUB_Male/DSUB_Male.json
qwen3.5:9b,DSUB_Male,DSUB connector,state_303,0.9873194698262888,0.9873194698262888,0.9873194698262888,A,False,0.9718077770591151,0.9718077770591151,USB_Male,raw/qwen3.5-9b/state_303/DSUB_Male/DSUB_Male.json
