model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,p_A,p_B,p_C,logp_A,logp_B,logp_C,other_token_probability
qwen3.5:9b,state_303,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/state_303/M16_Hex_Nut.png,833d5826b6258166aa076165f38a3b094d64d204a81c4b806c996e3191b00983,raw/qwen3.5-9b/state_303/Gear_Large/M16_Hex_Nut.json,0.5297465000185184,A,0.9768097997690707,0.007196357673038591,0.015198004412862726,-0.023463323712348938,-4.93418025970459,-4.186591148376465,0.0007958381450280383
qwen3.5:9b,state_101,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/qwen3.5-9b/state_101/Gear_Small/M16_Hex_Nut.json,0.3636903000297025,A,0.9758795506445681,0.004436173812716165,0.019124638315610776,-0.024416111409664154,-5.417963027954102,-3.956777811050415,0.0005596372271049477
qwen3.5:9b,state_303,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/state_303/M16_Hex_Nut.png,833d5826b6258166aa076165f38a3b094d64d204a81c4b806c996e3191b00983,raw/qwen3.5-9b/state_303/Gear_Medium/M16_Hex_Nut.json,0.38007610000204295,A,0.975171566752523,0.007284686616865088,0.017006516777684742,-0.02514185756444931,-4.921980857849121,-4.074158668518066,0.0005372298529271458
qwen3.5:9b,original,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/Gear_Medium/M12_Hex_Nut.json,0.35740660002920777,A,0.9741350416057112,0.005013149025493741,0.019660116912834532,-0.026205338537693024,-5.295691013336182,-3.9291632175445557,0.0011916924559605135
qwen3.5:9b,state_202,DSUB_Male,DSUB connector,USB_Male,False,False,False,input_crops/state_202/USB_Male.png,a0c930dd9c5206a04601a466c9f68dc4c1e3f4ee1c0f97f37b0b950adec45985,raw/qwen3.5-9b/state_202/DSUB_Male/USB_Male.json,0.33711680001579225,A,0.9729553453292275,0.008890146957739686,0.015082522806118819,-0.02741709165275097,-4.722811698913574,-4.194218635559082,0.0030719849069140714
qwen3.5:9b,original,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/Gear_Small/M12_Hex_Nut.json,0.36434660002123564,A,0.9728611118240856,0.005330640260471749,0.021003900446552176,-0.02751394920051098,-5.234283924102783,-3.8630471229553223,0.000804347468890465
qwen3.5:9b,state_101,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/qwen3.5-9b/state_101/Gear_Large/M16_Hex_Nut.json,0.47647809999762103,A,0.9719576839269878,0.006065783434975174,0.020867847573508125,-0.02844301052391529,-5.105091571807861,-3.8695456981658936,0.0011086850645288804
qwen3.5:9b,state_303,DSUB_Male,DSUB connector,USB_Male,False,False,True,input_crops/state_303/USB_Male.png,5a3874a9c4c9ea46017e36201d2d720bdf18ca97b04e8ef6860e4458139d0368,raw/qwen3.5-9b/state_303/DSUB_Male/USB_Male.json,0.42356399999698624,A,0.9718077770591151,0.00561044623924518,0.02097547584727315,-0.028597254306077957,-5.183125019073486,-3.864401340484619,0.001606300854366527
qwen3.5:9b,state_101,Waterproof_Male,Waterproof connector,USB_Male,False,False,True,input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,raw/qwen3.5-9b/state_101/Waterproof_Male/USB_Male.json,0.3328044000081718,A,0.970141410509952,0.007434834914139459,0.019146760936467996,-0.030313434079289436,-4.901578903198242,-3.9556217193603516,0.003276993639440673
qwen3.5:9b,state_303,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/qwen3.5-9b/state_303/Gear_Medium/M12_Hex_Nut.json,0.3806923999800347,A,0.9696189764571796,0.008521731210377456,0.020912752967756004,-0.030852092429995537,-4.765135765075684,-3.867396116256714,0.0009465393646869158
qwen3.5:9b,state_202,Waterproof_Male,Waterproof connector,USB_Male,False,False,False,input_crops/state_202/USB_Male.png,a0c930dd9c5206a04601a466c9f68dc4c1e3f4ee1c0f97f37b0b950adec45985,raw/qwen3.5-9b/state_202/Waterproof_Male/USB_Male.json,0.36916000000201166,A,0.9694825999175618,0.00931268108476085,0.01777624178145086,-0.030992751941084862,-4.67637825012207,-4.029892444610596,0.003428477216226522
qwen3.5:9b,state_303,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/qwen3.5-9b/state_303/Gear_Small/M12_Hex_Nut.json,0.35950449999654666,A,0.9669231161357305,0.009385716872301652,0.022739027191727032,-0.033636294305324554,-4.6685662269592285,-3.783672571182251,0.0009521398002408921
qwen3.5:9b,state_303,Waterproof_Male,Waterproof connector,USB_Male,False,False,True,input_crops/state_303/USB_Male.png,5a3874a9c4c9ea46017e36201d2d720bdf18ca97b04e8ef6860e4458139d0368,raw/qwen3.5-9b/state_303/Waterproof_Male/USB_Male.json,0.3618850000202656,A,0.9664993283233021,0.00678272881307696,0.024479880153483832,-0.03407467529177666,-4.993375778198242,-3.7099037170410156,0.0022380627101371564
qwen3.5:9b,original,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/Gear_Large/M16_Hex_Nut.json,0.45762169995578006,A,0.9662387959419055,0.006499609853806397,0.026467281979271347,-0.034344274550676346,-5.036013126373291,-3.6318459510803223,0.0007943122250166912
qwen3.5:9b,state_101,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Gear_Small/M12_Hex_Nut.json,0.3501510000205599,A,0.9656680806826675,0.007222987149111874,0.0260391708107552,-0.034935105592012405,-4.930486679077148,-3.648153305053711,0.001069761357465393
qwen3.5:9b,state_101,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Gear_Large/M12_Hex_Nut.json,0.4629384999861941,A,0.9642671933792201,0.008157781235843065,0.02648375065198564,-0.03638685122132301,-4.808783054351807,-3.6312239170074463,0.0010912747329512307
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,USB_Male,False,False,False,input_crops/original/USB_Male.png,9655c4c73f92054fa731c1091211eb73e90cf928b613414b530d06f1a9f4647c,raw/qwen3.5-9b/original/Waterproof_Male/USB_Male.json,0.35440479998942465,A,0.9624794716018025,0.011505346841041193,0.022557079317194043,-0.03824254125356674,-4.4649434089660645,-3.7917063236236572,0.003458102239962235
qwen3.5:9b,state_101,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Gear_Medium/M12_Hex_Nut.json,0.35778630001004785,A,0.962129531558148,0.007851181900344137,0.02887683955865155,-0.0386061891913414,-4.847091197967529,-3.544715404510498,0.001142446982856371
qwen3.5:9b,state_202,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/Gear_Large/M16_Hex_Nut.json,0.48631889995886013,A,0.961051284859865,0.013291474587681835,0.024482185663049095,-0.039727505296468735,-4.320632457733154,-3.7098095417022705,0.0011750548894040591
qwen3.5:9b,state_202,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/Gear_Medium/M16_Hex_Nut.json,0.36794050002936274,A,0.957136214342626,0.015671343970362926,0.02467108414429881,-0.04380956292152405,-4.155921459197998,-3.7021234035491943,0.0025213575427122104
qwen3.5:9b,original,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/Gear_Small/M16_Hex_Nut.json,0.3860674000461586,A,0.9548695093496103,0.009731760553770018,0.03389690385184633,-0.04618058726191521,-4.632360458374023,-3.3844316005706787,0.0015018262447733521
qwen3.5:9b,state_202,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/Gear_Small/M16_Hex_Nut.json,0.36807309999130666,A,0.9453193545133319,0.01922459579424232,0.0341806761957625,-0.05623246729373932,-3.9515647888183594,-3.3760948181152344,0.0012753734966632901
qwen3.5:9b,state_303,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/state_303/DSUB_Male.png,951cf97dc3898e2a3029bf7b3818dace43fcdf8abc4c737bf166e9942e4e2383,raw/qwen3.5-9b/state_303/RGOCG12-50_12mm/DSUB_Male.json,0.43966710002860054,A,0.9392806268038686,0.022494705310404147,0.03528534228851218,-0.06264098733663559,-3.7944753170013428,-3.344287633895874,0.0029393255972151033
qwen3.5:9b,original,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/Gear_Medium/M16_Hex_Nut.json,0.34248829999705777,A,0.9377691722943562,0.011407518666878105,0.04956958485299793,-0.06425144523382187,-4.473482608795166,-3.004377841949463,0.0012537241857678572
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/state_202/DSUB_Male.png,7cc2d3860523df277d6407a141d1e6f5ac1825291a509806faae51c8b11dadd5,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/DSUB_Male.json,0.40075130003970116,A,0.9374864121642589,0.02604277803763152,0.034085470277235644,-0.06455301493406296,-3.648014783859253,-3.3788840770721436,0.0023853395208739414
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/Waterproof_Male.json,0.3893558999989182,A,0.9342432005818262,0.02417801579954764,0.03993434337787507,-0.06801848858594894,-3.722311496734619,-3.2205185890197754,0.001644440240751166
qwen3.5:9b,state_202,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/state_202/DSUB_Male.png,7cc2d3860523df277d6407a141d1e6f5ac1825291a509806faae51c8b11dadd5,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/DSUB_Male.json,0.4196780999773182,A,0.9336845872123968,0.025646725497020437,0.03852130266486947,-0.0686165988445282,-3.663339376449585,-3.2565438747406006,0.0021473846257134
qwen3.5:9b,state_303,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,input_crops/state_303/DSUB_Male.png,951cf97dc3898e2a3029bf7b3818dace43fcdf8abc4c737bf166e9942e4e2383,raw/qwen3.5-9b/state_303/RGOCG8-50_8mm/DSUB_Male.json,0.42738020000979304,A,0.9303584078914573,0.026349184101383264,0.04139737162135173,-0.07218538224697113,-3.6363179683685303,-3.184537887573242,0.0018950363858076802
qwen3.5:9b,state_202,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,input_crops/state_202/DSUB_Male.png,7cc2d3860523df277d6407a141d1e6f5ac1825291a509806faae51c8b11dadd5,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/DSUB_Male.json,0.4122601000126451,A,0.9291738886490533,0.029235786768878187,0.038078543629876574,-0.07345937937498093,-3.5323617458343506,-3.268104314804077,0.0035117809521919563
qwen3.5:9b,state_101,RGOCG8-50_8mm,8 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/M12_Hex_Nut.json,0.3965512000140734,A,0.9260230030134735,0.01662659611866461,0.055611689424915685,-0.07685620337724686,-4.096751689910889,-2.88936185836792,0.0017387114429462391
qwen3.5:9b,state_101,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/Waterproof_Male.json,0.3914546999731101,A,0.920568046777644,0.02830029660351984,0.04887186062837637,-0.08276435732841492,-3.56488299369812,-3.0185534954071045,0.0022597959904597786
qwen3.5:9b,state_202,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/Gear_Medium/M12_Hex_Nut.json,0.3830968999536708,A,0.9203715915199656,0.023782975559801606,0.05313751248072948,-0.0829777866601944,-3.7387852668762207,-2.9348721504211426,0.0027079204395032974
qwen3.5:9b,state_101,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/M12_Hex_Nut.json,0.37714140000753105,A,0.918541430295373,0.02040648196610085,0.05919583712160812,-0.08496826887130737,-3.8919026851654053,-2.826904058456421,0.0018562506169179649
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/M12_Hex_Nut.json,0.37938820000272244,A,0.9167520987728447,0.022058766314562106,0.06017102952915675,-0.0869181826710701,-3.8140451908111572,-2.8105642795562744,0.0010181053834364961
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/Waterproof_Male.json,0.41416290000779554,A,0.915369268989472,0.041810989335410435,0.040554833868079426,-0.08842772245407104,-3.174596071243286,-3.2051002979278564,0.002264907807038141
qwen3.5:9b,state_303,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/qwen3.5-9b/state_303/RGOCG12-50_12mm/M12_Hex_Nut.json,0.39484050002647564,A,0.9128963366297302,0.0230068153257244,0.0627840182889577,-0.09113294631242752,-3.7719647884368896,-2.768054723739624,0.0013128297555876633
qwen3.5:9b,state_303,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/state_303/DSUB_Male.png,951cf97dc3898e2a3029bf7b3818dace43fcdf8abc4c737bf166e9942e4e2383,raw/qwen3.5-9b/state_303/RGOCG16-50_16mm/DSUB_Male.json,0.4353158999583684,A,0.910238804432423,0.03607181552073228,0.0496299303911191,-0.09404829144477844,-3.3222434520721436,-3.0031611919403076,0.004059449655725689
qwen3.5:9b,state_303,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/qwen3.5-9b/state_303/RGOCG16-50_16mm/M12_Hex_Nut.json,0.4028425000142306,A,0.9078555677448992,0.02780932532806657,0.06306245623191654,-0.09666997939348221,-3.582383871078491,-2.763629674911499,0.0012726506951177274
qwen3.5:9b,state_202,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/Gear_Large/M12_Hex_Nut.json,0.48767669999506325,A,0.9077998404385059,0.036988023708273386,0.05190144775402321,-0.09673136472702026,-3.297161102294922,-2.9584085941314697,0.003310688099197545
qwen3.5:9b,state_202,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/Gear_Small/M12_Hex_Nut.json,0.36496199999237433,A,0.904080925111467,0.0320191222089429,0.06185952887565609,-0.10083640366792679,-3.4414219856262207,-2.7828891277313232,0.0020404238039340994
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/RGOCG12-50_12mm/Waterproof_Male.json,0.3903332999907434,A,0.9025680433454074,0.03713105556360206,0.05761940344548625,-0.1025111973285675,-3.293301582336426,-2.853895902633667,0.002681497645504294
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/RGOCG12-50_12mm/Gear_Medium.json,0.36195150000276044,A,0.900366068771335,0.04376704843838584,0.05381202213200007,-0.10495385527610779,-3.1288740634918213,-2.9222583770751953,0.0020548606582790896
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/RGOCG8-50_8mm/Gear_Medium.json,0.3680020000319928,A,0.9001851654460178,0.04697344010240039,0.05112884021202646,-0.10515479743480682,-3.0581729412078857,-2.9734065532684326,0.0017125542395554083
qwen3.5:9b,state_303,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/qwen3.5-9b/state_303/Waterproof_Male/M12_Hex_Nut.json,0.3892180999973789,A,0.8957006360666707,0.03167769488867907,0.07059092852537617,-0.11014903336763382,-3.4521424770355225,-2.6508536338806152,0.002030740519273988
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/RGOCG16-50_16mm/Waterproof_Male.json,0.407191900012549,A,0.8920258899818677,0.04342130509482952,0.0625503111817252,-0.11426012217998505,-3.1368050575256348,-2.7717840671539307,0.002002493741577571
qwen3.5:9b,state_202,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/Waterproof_Male.json,0.42369379999581724,A,0.8901174036148607,0.05488392802743893,0.05211273420617277,-0.11640191078186035,-2.9025347232818604,-2.954345941543579,0.0028859341515276027
qwen3.5:9b,state_101,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Waterproof_Male/M12_Hex_Nut.json,0.3679838999523781,A,0.890102031023211,0.026090569677391654,0.0815091282269672,-0.11641918122768402,-3.646181344985962,-2.50704026222229,0.0022982710724301914
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/RGOCG8-50_8mm/Waterproof_Male.json,0.3991965999593958,A,0.8894907845314864,0.040909039786767964,0.06610144607365548,-0.117106132209301,-3.196404218673706,-2.716564655303955,0.0034987296080901675
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/Gear_Medium.json,0.43102350004483014,A,0.8832672239265018,0.05356865423073183,0.06155818726585965,-0.12412749230861664,-2.926791191101074,-2.7877724170684814,0.0016059345769067201
qwen3.5:9b,state_303,RGOCG8-50_8mm,8 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_303/M12_Hex_Nut.png,baedfe7904344e7e4677127433e020ed849aa2b1eb60d26e01f65855ed1d0aca,raw/qwen3.5-9b/state_303/RGOCG8-50_8mm/M12_Hex_Nut.json,0.4083624000195414,A,0.8831453944049801,0.03203820514336038,0.08229272884102301,-0.12426543235778809,-3.440826177597046,-2.4974725246429443,0.002523671610636491
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,Gear_Large,False,False,False,input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,raw/qwen3.5-9b/original/RGOCG8-50_8mm/Gear_Large.json,0.45911519997753203,A,0.8785860499074569,0.05657125009676749,0.06327153659675841,-0.12944142520427704,-2.8722543716430664,-2.760319709777832,0.0015711633990171947
qwen3.5:9b,state_101,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/Waterproof_Male.json,0.3864739999989979,A,0.8768913099044467,0.05270693783203143,0.06759190615539681,-0.13137222826480865,-2.9430081844329834,-2.6942670345306396,0.002809846108125069
