model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,p_A,p_B,p_C,logp_A,logp_B,logp_C,other_token_probability
qwen3.5:9b,original,DSUB_Male,DSUB connector,Gear_Large,False,False,False,input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,raw/qwen3.5-9b/original/DSUB_Male/Gear_Large.json,0.42484110000077635,B,0.11083390735137029,0.4658055786310299,0.4197725381636403,-2.1997225284576416,-0.7639869451522827,-0.8680422902107239,0.003587975853959424
qwen3.5:9b,original,Gear_Large,Large gear,Gear_Medium,False,True,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/Gear_Large/Gear_Medium.json,5.623206399963237,A,0.9913020134196175,0.002881797880106939,0.0051717902139946995,-0.008736034855246544,-5.849340915679932,-5.264536380767822,0.0006443984862808394
qwen3.5:9b,original,Gear_Medium,Medium gear,Gear_Medium,True,True,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/Gear_Medium/Gear_Medium.json,0.35272200003964826,A,0.9869962927933597,0.004148354515336984,0.008369300207635917,-0.013088995590806007,-5.485043525695801,-4.783185005187988,0.0004860524836673985
qwen3.5:9b,original,Gear_Small,Small gear,Gear_Medium,False,True,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/Gear_Small/Gear_Medium.json,0.351126599998679,A,0.9836353061920723,0.0066747740993647435,0.009209053638246385,-0.016500074416399002,-5.009419918060303,-4.687568187713623,0.0004808660703164991
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/Waterproof_Male/Gear_Medium.json,0.38640509999822825,B,0.0532028104341551,0.7933945001930148,0.1485127855288409,-2.9336440563201904,-0.23143470287322998,-1.9070842266082764,0.00488990384398913
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/M12_Hex_Nut/Gear_Medium.json,0.3605789999710396,B,0.04904436868403699,0.764186257478964,0.18456661382335396,-3.0150299072265625,-0.268943727016449,-1.6897448301315308,0.0022027600136451664
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/M16_Hex_Nut/Gear_Medium.json,0.3653684000018984,B,0.029095025828876603,0.8068225967562439,0.16152124976758256,-3.5371880531311035,-0.2146514654159546,-1.8231185674667358,0.00256112764729699
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/RGOCG16-50_16mm/Gear_Medium.json,0.3915767999715172,A,0.8662574827378895,0.07255928439139417,0.059259240161326845,-0.1435730904340744,-2.6233513355255127,-2.825833559036255,0.001923992709389477
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/RGOCG12-50_12mm/Gear_Medium.json,0.36195150000276044,A,0.900366068771335,0.04376704843838584,0.05381202213200007,-0.10495385527610779,-3.1288740634918213,-2.9222583770751953,0.0020548606582790896
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/RGOCG8-50_8mm/Gear_Medium.json,0.3680020000319928,A,0.9001851654460178,0.04697344010240039,0.05112884021202646,-0.10515479743480682,-3.0581729412078857,-2.9734065532684326,0.0017125542395554083
qwen3.5:9b,original,USB_Male,USB connector + cable,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/USB_Male/Gear_Medium.json,0.39167209999868646,B,0.00236477497257172,0.9062799792101146,0.09050288481980308,-6.047072410583496,-0.09840699285268784,-2.4023735523223877,0.0008523609975106261
qwen3.5:9b,original,DSUB_Male,DSUB connector,Gear_Medium,False,False,False,input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,raw/qwen3.5-9b/original/DSUB_Male/Gear_Medium.json,0.3685334000037983,B,0.08007873126155997,0.5666543684127106,0.3490091125752922,-2.524744987487793,-0.5680057406425476,-1.0526572465896606,0.004257787750437281
qwen3.5:9b,original,Gear_Large,Large gear,Gear_Small,False,True,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/Gear_Large/Gear_Small.json,0.47734899999340996,A,0.9945325853456637,0.0015102298638616483,0.0036607721062290174,-0.005482415668666363,-6.495493412017822,-5.610081195831299,0.0002964126842456283
qwen3.5:9b,original,Gear_Medium,Medium gear,Gear_Small,False,True,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/Gear_Medium/Gear_Small.json,0.3474642999935895,A,0.9936383368111742,0.0018164432667557623,0.003973171595019707,-0.0063819848001003265,-6.310874938964844,-5.528190612792969,0.0005720483270502674
qwen3.5:9b,original,Gear_Small,Small gear,Gear_Small,True,True,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/Gear_Small/Gear_Small.json,0.35830759996315464,A,0.9947807192150099,0.0012989571817169862,0.003626432550982479,-0.005232948809862137,-6.646193504333496,-5.619505882263184,0.00029389105229060686
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/Waterproof_Male/Gear_Small.json,0.38958780001848936,B,0.06653415500665731,0.7182463302907569,0.2135193272738895,-2.7100398540496826,-0.33094269037246704,-1.5440279245376587,0.0017001874286963758
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/M12_Hex_Nut/Gear_Small.json,0.39363139995839447,B,0.118741015343945,0.7149999172719851,0.16419031308852097,-2.130810499191284,-0.33547285199165344,-1.8067290782928467,0.00206875429554898
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/M16_Hex_Nut/Gear_Small.json,0.3981511000311002,B,0.13899979592390355,0.6877240001381703,0.1701233271188033,-1.973282814025879,-0.37436768412590027,-1.7712316513061523,0.0031528768191229073
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/RGOCG16-50_16mm/Gear_Small.json,0.40524120000191033,A,0.7970093528175625,0.1096666223796008,0.09061541701438033,-0.22688886523246765,-2.210310220718384,-2.4011309146881104,0.0027086077884563853
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/RGOCG12-50_12mm/Gear_Small.json,0.3974473000271246,A,0.7761545826215356,0.10236464339608486,0.11916162510234302,-0.25340357422828674,-2.2792139053344727,-2.127274513244629,0.0023191488800364812
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/RGOCG8-50_8mm/Gear_Small.json,0.3899684000061825,A,0.7750340144218569,0.10836628067715923,0.1125877158133842,-0.2548483610153198,-2.222238302230835,-2.1840226650238037,0.004011989087599588
qwen3.5:9b,original,USB_Male,USB connector + cable,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/USB_Male/Gear_Small.json,0.41369730001315475,B,0.005313520507915264,0.7418894203324332,0.2512551647840051,-5.2375006675720215,-0.29855507612228394,-1.3812862634658813,0.0015418943756464465
qwen3.5:9b,original,DSUB_Male,DSUB connector,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/qwen3.5-9b/original/DSUB_Male/Gear_Small.json,0.42636169999605045,C,0.1269748805978196,0.4280260413815156,0.4407782648632016,-2.0637660026550293,-0.848571240901947,-0.819213330745697,0.0042208131574631436
qwen3.5:9b,original,Gear_Large,Large gear,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/Gear_Large/Waterproof_Male.json,0.5144109999528155,B,0.24640009090304807,0.552997761326227,0.1959910593444603,-1.4007986783981323,-0.5924013257026672,-1.6296862363815308,0.004611088426264676
qwen3.5:9b,original,Gear_Medium,Medium gear,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/Gear_Medium/Waterproof_Male.json,0.3823541000019759,B,0.16446064293169824,0.6646969347539311,0.1677382481802098,-1.805083990097046,-0.4084240794181824,-1.7853505611419678,0.003104174134160864
qwen3.5:9b,original,Gear_Small,Small gear,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/Gear_Small/Waterproof_Male.json,0.3695047000073828,B,0.11103182109410198,0.6119961651753915,0.27147276793001757,-2.1979384422302246,-0.4910292625427246,-1.3038934469223022,0.005499245800488994
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,True,True,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/Waterproof_Male/Waterproof_Male.json,0.37604179995832965,A,0.9883934855811446,0.0019293176382524258,0.008848611573287025,-0.011674395762383938,-6.250588893890381,-4.727494716644287,0.0008285852073159905
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/M12_Hex_Nut/Waterproof_Male.json,0.3751926000113599,C,0.12385567461284509,0.35973470194311125,0.5107013469738143,-2.0886383056640625,-1.0223884582519531,-0.6719703078269958,0.005708276470229423
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/M16_Hex_Nut/Waterproof_Male.json,0.37644289998570457,B,0.09086661322087654,0.47958585651171515,0.42617271600399803,-2.398362636566162,-0.7348323464393616,-0.852910578250885,0.003374814263410242
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/RGOCG16-50_16mm/Waterproof_Male.json,0.407191900012549,A,0.8920258899818677,0.04342130509482952,0.0625503111817252,-0.11426012217998505,-3.1368050575256348,-2.7717840671539307,0.002002493741577571
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/RGOCG12-50_12mm/Waterproof_Male.json,0.3903332999907434,A,0.9025680433454074,0.03713105556360206,0.05761940344548625,-0.1025111973285675,-3.293301582336426,-2.853895902633667,0.002681497645504294
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/RGOCG8-50_8mm/Waterproof_Male.json,0.3991965999593958,A,0.8894907845314864,0.040909039786767964,0.06610144607365548,-0.117106132209301,-3.196404218673706,-2.716564655303955,0.0034987296080901675
qwen3.5:9b,original,USB_Male,USB connector + cable,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/USB_Male/Waterproof_Male.json,0.41618539998307824,B,0.11525894809859057,0.6998043693359204,0.18224037919509561,-2.160573959350586,-0.3569544553756714,-1.7024286985397339,0.0026963033703933936
qwen3.5:9b,original,DSUB_Male,DSUB connector,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/qwen3.5-9b/original/DSUB_Male/Waterproof_Male.json,0.4115913999848999,A,0.8073877723549245,0.11927108358420892,0.07110506911320873,-0.2139512151479721,-2.126356363296509,-2.643596649169922,0.0022360749476578734
qwen3.5:9b,original,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/Gear_Large/M12_Hex_Nut.json,0.4744317999575287,A,0.9770920881955736,0.004159934559721203,0.018081481719264776,-0.023174375295639038,-5.482255935668945,-4.012866973876953,0.0006664955254404026
qwen3.5:9b,original,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/Gear_Medium/M12_Hex_Nut.json,0.35740660002920777,A,0.9741350416057112,0.005013149025493741,0.019660116912834532,-0.026205338537693024,-5.295691013336182,-3.9291632175445557,0.0011916924559605135
qwen3.5:9b,original,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/Gear_Small/M12_Hex_Nut.json,0.36434660002123564,A,0.9728611118240856,0.005330640260471749,0.021003900446552176,-0.02751394920051098,-5.234283924102783,-3.8630471229553223,0.000804347468890465
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/Waterproof_Male/M12_Hex_Nut.json,0.38181739998981357,A,0.7637062757387622,0.03959576021484742,0.19312023208459467,-0.26957201957702637,-3.2290332317352295,-1.6444423198699951,0.0035777319617957826
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,M12_Hex_Nut,True,True,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/M12_Hex_Nut/M12_Hex_Nut.json,0.36937679996481165,A,0.9795658589275005,0.0036724722666614177,0.01605974118943575,-0.020645806565880775,-5.6068902015686035,-4.131439685821533,0.0007019276164023092
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,M12_Hex_Nut,False,True,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/M16_Hex_Nut/M12_Hex_Nut.json,0.3677810000372119,A,0.9815304872211791,0.0036759569985055575,0.014329762065318432,-0.018642203882336617,-5.6059417724609375,-4.245416641235352,0.00046379371499694066
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/RGOCG16-50_16mm/M12_Hex_Nut.json,0.39057480002520606,A,0.8422638204207584,0.03184935957554136,0.12339601721891742,-0.17166198790073395,-3.4467380046844482,-2.0923564434051514,0.002490802784782753
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/RGOCG12-50_12mm/M12_Hex_Nut.json,0.3843854999868199,A,0.7701396317147037,0.03623406934068017,0.19156475929910638,-0.2611834406852722,-3.3177554607391357,-1.6525293588638306,0.0020615396455097024
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/RGOCG8-50_8mm/M12_Hex_Nut.json,0.3774375999928452,A,0.8605676840568351,0.031348808722198446,0.10477793580153241,-0.15016300976276398,-3.4625790119171143,-2.2559120655059814,0.0033055714194339947
qwen3.5:9b,original,USB_Male,USB connector + cable,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/USB_Male/M12_Hex_Nut.json,0.40088400000240654,B,0.04233752459013527,0.5255704530787366,0.4292928652422252,-3.162081480026245,-0.6432710289955139,-0.8456159234046936,0.0027991570889028816
qwen3.5:9b,original,DSUB_Male,DSUB connector,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/qwen3.5-9b/original/DSUB_Male/M12_Hex_Nut.json,0.38327739998931065,C,0.26742131360658933,0.1795299581825168,0.547630726406935,-1.31892991065979,-1.7174131870269775,-0.6021540760993958,0.005418001803958905
qwen3.5:9b,original,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/Gear_Large/M16_Hex_Nut.json,0.45762169995578006,A,0.9662387959419055,0.006499609853806397,0.026467281979271347,-0.034344274550676346,-5.036013126373291,-3.6318459510803223,0.0007943122250166912
qwen3.5:9b,original,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/Gear_Medium/M16_Hex_Nut.json,0.34248829999705777,A,0.9377691722943562,0.011407518666878105,0.04956958485299793,-0.06425144523382187,-4.473482608795166,-3.004377841949463,0.0012537241857678572
qwen3.5:9b,original,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/Gear_Small/M16_Hex_Nut.json,0.3860674000461586,A,0.9548695093496103,0.009731760553770018,0.03389690385184633,-0.04618058726191521,-4.632360458374023,-3.3844316005706787,0.0015018262447733521
qwen3.5:9b,original,Waterproof_Male,Waterproof connector,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/Waterproof_Male/M16_Hex_Nut.json,0.3767630999791436,A,0.7515816102068075,0.05713868297681718,0.18880843536094208,-0.2855754792690277,-2.862273931503296,-1.6670223474502563,0.002471271455433355
qwen3.5:9b,original,M12_Hex_Nut,M12 hex nut,M16_Hex_Nut,False,True,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/M12_Hex_Nut/M16_Hex_Nut.json,0.3800716000259854,A,0.9713460801957587,0.005314782432382207,0.022285555252246004,-0.029072457924485207,-5.237263202667236,-3.803816556930542,0.001053582119613039
qwen3.5:9b,original,M16_Hex_Nut,M16 hex nut,M16_Hex_Nut,True,True,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/M16_Hex_Nut/M16_Hex_Nut.json,0.4102219000342302,A,0.963740347292215,0.006233071159897502,0.028359715036193948,-0.03693336993455887,-5.07788610458374,-3.5627856254577637,0.0016668665116935655
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/RGOCG16-50_16mm/M16_Hex_Nut.json,0.41433510003844276,A,0.7448254123231066,0.03833006805225041,0.2143931213647561,-0.29460543394088745,-3.2615206241607666,-1.5399439334869385,0.002451398259886939
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/qwen3.5-9b/original/RGOCG12-50_12mm/M16_Hex_Nut.json,0.4466268999967724,A,0.6945332270809255,0.05555875874363535,0.24655523011142602,-0.3645152747631073,-2.8903141021728516,-1.4001692533493042,0.003352784064013181
