model,scope,state,cutoff,intended_retained_min,intended_retained_max,intended_total,intended_gate_unknown,family_retained_min,family_retained_max,family_total,family_gate_unknown,unrelated_retained_min,unrelated_retained_max,unrelated_total,unrelated_gate_unknown
gpt-6-sol,all_crops,state_303,0.8,7,7,11,0,18,18,25,0,4,4,96,0
gpt-6-sol,all_crops,state_303,0.9,7,7,11,0,17,17,25,0,4,4,96,0
gpt-6-sol,all_crops,state_303,0.95,7,7,11,0,17,17,25,0,0,0,96,0
gpt-6-sol,all_crops,state_303,0.98,5,5,11,0,12,12,25,0,0,0,96,0
gpt-6-sol,all_crops,state_303,0.99,4,4,11,0,10,10,25,0,0,0,96,0
gpt-6-sol,all_crops,state_303,0.995,3,3,11,0,9,9,25,0,0,0,96,0
gpt-6-sol,all_crops,state_303,0.999,3,3,11,0,9,9,25,0,0,0,96,0
gpt-6-sol,all_crops,state_303,0.9999,2,2,11,0,6,6,25,0,0,0,96,0
gpt-6-sol,all_crops,state_303,0.99999,0,0,11,0,0,0,25,0,0,0,96,0
gpt-6-sol,all_crops,state_303,0.999999,0,0,11,0,0,0,25,0,0,0,96,0
gpt-6-sol,all_crops,all,0.6,33,33,44,0,81,81,100,0,14,14,384,0
gpt-6-sol,all_crops,all,0.65,33,33,44,0,81,81,100,0,14,14,384,0
gpt-6-sol,all_crops,all,0.7,33,33,44,0,81,81,100,0,12,12,384,0
gpt-6-sol,all_crops,all,0.8,31,31,44,0,78,78,100,0,8,8,384,0
gpt-6-sol,all_crops,all,0.9,28,28,44,0,69,69,100,0,7,7,384,0
gpt-6-sol,all_crops,all,0.95,27,27,44,0,67,67,100,0,2,2,384,0
gpt-6-sol,all_crops,all,0.98,22,22,44,0,55,55,100,0,2,2,384,0
gpt-6-sol,all_crops,all,0.99,20,20,44,0,48,48,100,0,2,2,384,0
gpt-6-sol,all_crops,all,0.995,17,17,44,0,44,44,100,0,0,0,384,0
gpt-6-sol,all_crops,all,0.999,16,16,44,0,41,41,100,0,0,0,384,0
gpt-6-sol,all_crops,all,0.9999,8,8,44,0,24,24,100,0,0,0,384,0
gpt-6-sol,all_crops,all,0.99999,1,1,44,0,2,2,100,0,0,0,384,0
gpt-6-sol,all_crops,all,0.999999,0,0,44,0,1,1,100,0,0,0,384,0
gpt-6-sol,autonomous_depth_only,original,0.6,7,7,11,0,19,19,25,0,4,4,96,0
gpt-6-sol,autonomous_depth_only,original,0.65,7,7,11,0,19,19,25,0,4,4,96,0
gpt-6-sol,autonomous_depth_only,original,0.7,7,7,11,0,19,19,25,0,3,3,96,0
gpt-6-sol,autonomous_depth_only,original,0.8,7,7,11,0,19,19,25,0,2,2,96,0
gpt-6-sol,autonomous_depth_only,original,0.9,6,6,11,0,15,15,25,0,1,1,96,0
gpt-6-sol,autonomous_depth_only,original,0.95,6,6,11,0,15,15,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,original,0.98,5,5,11,0,14,14,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,original,0.99,5,5,11,0,12,12,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,original,0.995,5,5,11,0,12,12,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,original,0.999,5,5,11,0,12,12,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,original,0.9999,1,1,11,0,5,5,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,original,0.99999,0,0,11,0,1,1,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,original,0.999999,0,0,11,0,1,1,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,state_101,0.6,9,9,10,0,22,22,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.65,9,9,10,0,22,22,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.7,9,9,10,0,22,22,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.8,8,8,10,0,20,20,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.9,8,8,10,0,20,20,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.95,7,7,10,0,19,19,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.98,5,5,10,0,14,14,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.99,4,4,10,0,11,11,24,0,1,1,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.995,4,4,10,0,11,11,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.999,4,4,10,0,10,10,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.9999,3,3,10,0,7,7,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.99999,1,1,10,0,1,1,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_101,0.999999,0,0,10,0,0,0,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_202,0.6,9,9,11,0,21,21,25,0,4,4,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.65,9,9,11,0,21,21,25,0,4,4,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.7,9,9,11,0,21,21,25,0,3,3,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.8,8,8,11,0,20,20,25,0,1,1,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.9,6,6,11,0,16,16,25,0,1,1,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.95,6,6,11,0,15,15,25,0,1,1,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.98,6,6,11,0,14,14,25,0,1,1,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.99,6,6,11,0,14,14,25,0,1,1,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.995,4,4,11,0,11,11,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.999,3,3,11,0,9,9,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.9999,2,2,11,0,6,6,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.99999,0,0,11,0,0,0,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,state_202,0.999999,0,0,11,0,0,0,25,0,0,0,96,0
gpt-6-sol,autonomous_depth_only,state_303,0.6,7,7,10,0,18,18,24,0,5,5,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.65,7,7,10,0,18,18,24,0,5,5,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.7,7,7,10,0,18,18,24,0,5,5,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.8,7,7,10,0,18,18,24,0,4,4,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.9,7,7,10,0,17,17,24,0,4,4,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.95,7,7,10,0,17,17,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.98,5,5,10,0,12,12,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.99,4,4,10,0,10,10,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.995,3,3,10,0,9,9,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.999,3,3,10,0,9,9,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.9999,2,2,10,0,6,6,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.99999,0,0,10,0,0,0,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,state_303,0.999999,0,0,10,0,0,0,24,0,0,0,86,0
gpt-6-sol,autonomous_depth_only,all,0.6,32,32,42,0,80,80,98,0,14,14,364,0
gpt-6-sol,autonomous_depth_only,all,0.65,32,32,42,0,80,80,98,0,14,14,364,0
gpt-6-sol,autonomous_depth_only,all,0.7,32,32,42,0,80,80,98,0,12,12,364,0
gpt-6-sol,autonomous_depth_only,all,0.8,30,30,42,0,77,77,98,0,8,8,364,0
gpt-6-sol,autonomous_depth_only,all,0.9,27,27,42,0,68,68,98,0,7,7,364,0
gpt-6-sol,autonomous_depth_only,all,0.95,26,26,42,0,66,66,98,0,2,2,364,0
gpt-6-sol,autonomous_depth_only,all,0.98,21,21,42,0,54,54,98,0,2,2,364,0
gpt-6-sol,autonomous_depth_only,all,0.99,19,19,42,0,47,47,98,0,2,2,364,0
gpt-6-sol,autonomous_depth_only,all,0.995,16,16,42,0,43,43,98,0,0,0,364,0
gpt-6-sol,autonomous_depth_only,all,0.999,15,15,42,0,40,40,98,0,0,0,364,0
gpt-6-sol,autonomous_depth_only,all,0.9999,8,8,42,0,24,24,98,0,0,0,364,0
gpt-6-sol,autonomous_depth_only,all,0.99999,1,1,42,0,2,2,98,0,0,0,364,0
gpt-6-sol,autonomous_depth_only,all,0.999999,0,0,42,0,1,1,98,0,0,0,364,0
