model,target,target_name,state,intended_p_A,intended_p_A_lower,intended_p_A_upper,intended_answer,assisted_intended_crop,highest_unrelated_lower,highest_unrelated_upper,highest_unrelated_upper_object,intended_response
gpt-6-sol,RGOCG8-50_8mm,8 mm round pin,state_101,0.9999390018604621,0.9999390018604621,0.9999390018604621,A,False,0.0,0.004818415603246262,M12_Hex_Nut,raw/gpt6-sol/state_101/RGOCG8-50_8mm/RGOCG8-50_8mm.json
gpt-6-sol,RGOCG8-50_8mm,8 mm round pin,state_202,0.9999160035279012,0.9999160035279012,0.9999160035279012,A,False,0.11938007117934737,0.11938007117934737,M16_Hex_Nut,raw/gpt6-sol/state_202/RGOCG8-50_8mm/RGOCG8-50_8mm.json
gpt-6-sol,RGOCG8-50_8mm,8 mm round pin,state_303,0.9999240028879268,0.9999240028879268,0.9999240028879268,A,False,0.055600226722005625,0.055600226722005625,M12_Hex_Nut,raw/gpt6-sol/state_303/RGOCG8-50_8mm/RGOCG8-50_8mm.json
gpt-6-sol,USB_Male,USB connector + cable,original,0.9998170167434787,0.9998170167434787,0.9998170167434787,A,False,0.0,0.014547616928153217,Gear_Medium,raw/gpt6-sol/original/USB_Male/USB_Male.json
gpt-6-sol,USB_Male,USB connector + cable,state_101,0.9994471528763185,0.9994471528763185,0.9994471528763185,A,True,0.0,0.007916292668139546,M12_Hex_Nut,raw/gpt6-sol/state_101/USB_Male/USB_Male.json
gpt-6-sol,USB_Male,USB connector + cable,state_202,0.994142224065531,0.994142224065531,0.994142224065531,A,False,0.0,0.011139113112144005,Waterproof_Male,raw/gpt6-sol/state_202/USB_Male/USB_Male.json
gpt-6-sol,USB_Male,USB connector + cable,state_303,0.06413840195366458,0.06413840195366458,0.06413840195366458,B,True,0.0,0.01703299758184652,RGOCG8-50_8mm,raw/gpt6-sol/state_303/USB_Male/USB_Male.json
gpt-6-sol,DSUB_Male,DSUB connector,original,0.15157692911099063,0.15157692911099063,0.15157692911099063,C,False,0.0,0.019958176567634222,Gear_Small,raw/gpt6-sol/original/DSUB_Male/DSUB_Male.json
gpt-6-sol,DSUB_Male,DSUB connector,state_101,0.9815562074675597,0.9815562074675597,0.9815562074675597,A,False,0.02474549071252527,0.02474549071252527,Waterproof_Male,raw/gpt6-sol/state_101/DSUB_Male/DSUB_Male.json
gpt-6-sol,DSUB_Male,DSUB connector,state_202,0.8148232992372204,0.8148232992372204,0.8148232992372204,A,False,0.0,0.018447246753028345,Waterproof_Male,raw/gpt6-sol/state_202/DSUB_Male/DSUB_Male.json
gpt-6-sol,DSUB_Male,DSUB connector,state_303,0.35031868857567905,0.35031868857567905,0.35031868857567905,B,False,0.2679743532175409,0.2679743532175409,Waterproof_Male,raw/gpt6-sol/state_303/DSUB_Male/DSUB_Male.json
