model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,logp_A,p_A,p_A_lower,p_A_upper,logp_B,p_B,p_B_lower,p_B_upper,logp_C,p_C,p_C_lower,p_C_upper
gpt-6-sol,original,Gear_Small,Small gear,Gear_Small,True,True,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/Gear_Small/Gear_Small.json,1.5383905000053346,A,-0.039856,0.9609278027935042,0.9609278027935042,0.9609278027935042,,,0.0,0.004626594147737595,-3.365475,0.03454560305875823,0.03454560305875823,0.03454560305875823
gpt-6-sol,original,Waterproof_Male,Waterproof connector,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/Waterproof_Male/Gear_Small.json,1.3863532000104897,B,,,0.0,0.0007392224440773254,-0.297848,0.7424141781269156,0.7424141781269156,0.7424141781269156,-1.358887,0.2569465994290071,0.2569465994290071,0.2569465994290071
gpt-6-sol,original,M12_Hex_Nut,M12 hex nut,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/M12_Hex_Nut/Gear_Small.json,1.4986828000401147,A,-0.062481,0.9394309118312344,0.9394309118312344,0.9394309118312344,,,0.0,0.0018644178475397788,-2.833534,0.05880467032122579,0.05880467032122579,0.05880467032122579
gpt-6-sol,original,M16_Hex_Nut,M16 hex nut,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/M16_Hex_Nut/Gear_Small.json,1.2864232999854721,A,-0.141891,0.8677158323571623,0.8677158323571623,0.8677158323571623,,,0.0,0.0032246412597984994,-2.046707,0.12915952638303915,0.12915952638303915,0.12915952638303915
gpt-6-sol,original,RGOCG16-50_16mm,16 mm round pin,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/RGOCG16-50_16mm/Gear_Small.json,1.4816344000282697,B,,,0.0,0.004336998486648491,-0.004246,0.9957630015133515,0.9957630015133515,0.9957630015133515,,,0.0,0.004336998486648491
gpt-6-sol,original,RGOCG12-50_12mm,12 mm round pin,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/RGOCG12-50_12mm/Gear_Small.json,1.9006538999965414,B,,,0.0,0.0013211492204268204,-0.350273,0.70449573612768,0.70449573612768,0.70449573612768,-1.223213,0.29428311465189316,0.29428311465189316,0.29428311465189316
gpt-6-sol,original,RGOCG8-50_8mm,8 mm round pin,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/RGOCG8-50_8mm/Gear_Small.json,1.927814299997408,B,,,0.0,0.005418804801042632,-0.005333,0.9946811951989574,0.9946811951989574,0.9946811951989574,,,0.0,0.005418804801042632
gpt-6-sol,original,USB_Male,USB connector + cable,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/USB_Male/Gear_Small.json,1.2765249000512995,C,,,0.0,0.0001,-3.253662,0.03863247635137055,0.03863247635137055,0.03863247635137055,-0.039391,0.9613747381262149,0.9613747381262149,0.9613747381262149
gpt-6-sol,original,DSUB_Male,DSUB connector,Gear_Small,False,False,False,input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,raw/gpt6-sol/original/DSUB_Male/Gear_Small.json,1.1609322999720462,B,,,0.0,0.019958176567634222,-0.020058,0.9801418234323658,0.9801418234323658,0.9801418234323658,,,0.0,0.019958176567634222
gpt-6-sol,original,Gear_Large,Large gear,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/Gear_Large/Waterproof_Male.json,1.3610597000224516,A,-0.424179,0.6543067505175691,0.6543067505175691,0.6543067505175691,-1.234447,0.2909956384695833,0.2909956384695833,0.2909956384695833,-2.906021,0.05469292061276883,0.05469292061276883,0.05469292061276883
gpt-6-sol,original,Gear_Medium,Medium gear,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/Gear_Medium/Waterproof_Male.json,1.2266110999626108,B,-2.035282,0.13064363580358787,0.13064363580358787,0.13064363580358787,-0.158875,0.8531029901783144,0.8531029901783144,0.8531029901783144,,,0.0,0.016353374018097788
gpt-6-sol,original,Gear_Small,Small gear,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/Gear_Small/Waterproof_Male.json,1.9061061999527737,A,-0.335423,0.7150355623303744,0.7150355623303744,0.7150355623303744,-1.715225,0.17992323343094177,0.17992323343094177,0.17992323343094177,-2.253437,0.10503758925332177,0.10503758925332177,0.10503758925332177
gpt-6-sol,original,Waterproof_Male,Waterproof connector,Waterproof_Male,True,True,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/Waterproof_Male/Waterproof_Male.json,1.2816694999928586,C,-1.708122,0.1812057777217463,0.1812057777217463,0.1812057777217463,,,0.0,0.004882083022345951,-0.20578,0.8140121392559078,0.8140121392559078,0.8140121392559078
gpt-6-sol,original,M12_Hex_Nut,M12 hex nut,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/M12_Hex_Nut/Waterproof_Male.json,1.2879801000235602,B,,,0.0,0.007158967616679124,-0.007084,0.9929410323833209,0.9929410323833209,0.9929410323833209,,,0.0,0.007158967616679124
gpt-6-sol,original,M16_Hex_Nut,M16 hex nut,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/M16_Hex_Nut/Waterproof_Male.json,1.6356681999750435,B,-4.107277,0.016452513781179158,0.016452513781179158,0.016452513781179158,-0.028507,0.971895490853889,0.971895490853889,0.971895490853889,,,0.0,0.011751995364931777
gpt-6-sol,original,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/RGOCG16-50_16mm/Waterproof_Male.json,1.162443000008352,B,,,0.0,0.002941953981233325,-0.002846,0.9971580460187667,0.9971580460187667,0.9971580460187667,,,0.0,0.002941953981233325
gpt-6-sol,original,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/RGOCG12-50_12mm/Waterproof_Male.json,1.3046252999920398,B,,,0.0,0.00528252414228837,-0.005196,0.9948174758577116,0.9948174758577116,0.9948174758577116,,,0.0,0.00528252414228837
gpt-6-sol,original,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/RGOCG8-50_8mm/Waterproof_Male.json,1.2619051999645308,B,,,0.0,0.013158981803069857,-0.013145,0.9869410181969301,0.9869410181969301,0.9869410181969301,,,0.0,0.013158981803069857
gpt-6-sol,original,USB_Male,USB connector + cable,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/USB_Male/Waterproof_Male.json,1.3169753000256605,B,,,0.0,0.004346320027327833,-0.065598,0.9365072645504471,0.9365072645504471,0.9365072645504471,-2.82605,0.05924641542222504,0.05924641542222504,0.05924641542222504
gpt-6-sol,original,DSUB_Male,DSUB connector,Waterproof_Male,False,False,False,input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,raw/gpt6-sol/original/DSUB_Male/Waterproof_Male.json,1.1598392999731004,B,,,0.0,0.00036236213681962716,-0.028118,0.9722736317434659,0.9722736317434659,0.9722736317434659,-3.594879,0.027464006119714432,0.027464006119714432,0.027464006119714432
gpt-6-sol,original,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/Gear_Large/M12_Hex_Nut.json,1.1858487000572495,C,,,0.0,0.011048622727083412,,,0.0,0.011048622727083412,-0.011009,0.9890513772729166,0.9890513772729166,0.9890513772729166
gpt-6-sol,original,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/Gear_Medium/M12_Hex_Nut.json,1.4847737000091001,C,,,0.0,0.010588606891258633,,,0.0,0.010588606891258633,-0.010544,0.9895113931087414,0.9895113931087414,0.9895113931087414
gpt-6-sol,original,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/Gear_Small/M12_Hex_Nut.json,1.254572499950882,C,,,0.0,0.009375712688676329,,,0.0,0.009375712688676329,-0.009319,0.9907242873113237,0.9907242873113237,0.9907242873113237
gpt-6-sol,original,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/Waterproof_Male/M12_Hex_Nut.json,1.1651912000379525,C,,,0.0,0.0019672545071114486,,,0.0,0.0019672545071114486,-0.001869,0.9981327454928886,0.9981327454928886,0.9981327454928886
gpt-6-sol,original,M12_Hex_Nut,M12 hex nut,M12_Hex_Nut,True,True,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/M12_Hex_Nut/M12_Hex_Nut.json,1.4178598999860696,C,-1.766338,0.17095789172936368,0.17095789172936368,0.17095789172936368,,,0.0,0.00364457187103685,-0.191769,0.8254975363995994,0.8254975363995994,0.8254975363995994
gpt-6-sol,original,M16_Hex_Nut,M16 hex nut,M12_Hex_Nut,False,True,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/M16_Hex_Nut/M12_Hex_Nut.json,1.3472502999939024,C,-1.695591,0.183490753940908,0.183490753940908,0.183490753940908,,,0.0,0.010557227981318317,-0.215607,0.8060520180777737,0.8060520180777737,0.8060520180777737
gpt-6-sol,original,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/RGOCG16-50_16mm/M12_Hex_Nut.json,1.369007800007239,C,,,0.0,0.0006779419448894707,-2.355576,0.0948388636135312,0.0948388636135312,0.0948388636135312,-0.100281,0.9045831944415793,0.9045831944415793,0.9045831944415793
gpt-6-sol,original,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/RGOCG12-50_12mm/M12_Hex_Nut.json,1.4590693999780342,C,,,0.0,0.0010357506157285922,-1.451622,0.234190123483356,0.234190123483356,0.234190123483356,-0.268044,0.7648741259009154,0.7648741259009154,0.7648741259009154
gpt-6-sol,original,RGOCG8-50_8mm,8 mm round pin,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/RGOCG8-50_8mm/M12_Hex_Nut.json,1.406267200014554,C,,,0.0,0.0024597119748578475,-0.863213,0.42180464443899157,0.42180464443899157,0.42180464443899157,-0.551933,0.5758356435861506,0.5758356435861506,0.5758356435861506
gpt-6-sol,original,USB_Male,USB connector + cable,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/USB_Male/M12_Hex_Nut.json,1.3018157000187784,B,,,0.0,0.00010682343388058726,-0.466766,0.6270267975175954,0.6270267975175954,0.6270267975175954,-0.986267,0.3729663790485241,0.3729663790485241,0.3729663790485241
gpt-6-sol,original,DSUB_Male,DSUB connector,M12_Hex_Nut,False,False,False,input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,raw/gpt6-sol/original/DSUB_Male/M12_Hex_Nut.json,2.104730599967297,C,,,0.0,0.0001,-3.37064,0.03436763501706836,0.03436763501706836,0.03436763501706836,-0.034966,0.9656382473998455,0.9656382473998455,0.9656382473998455
gpt-6-sol,original,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gpt6-sol/original/Gear_Large/M16_Hex_Nut.json,1.334970100026112,C,,,0.0,0.008156414703210057,-3.524208,0.029475142440011936,0.029475142440011936,0.029475142440011936,-0.038254,0.962468442856778,0.962468442856778,0.962468442856778
gpt-6-sol,original,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gpt6-sol/original/Gear_Medium/M16_Hex_Nut.json,1.7518168999813497,C,-3.938103,0.019485143024155598,0.019485143024155598,0.019485143024155598,,,0.0,0.01360442924722972,-0.033546,0.9670104277286147,0.9670104277286147,0.9670104277286147
gpt-6-sol,original,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gpt6-sol/original/Gear_Small/M16_Hex_Nut.json,1.401816500001587,C,,,0.0,0.009583184497564467,-3.182125,0.04149737943018068,0.04149737943018068,0.04149737943018068,-0.052326,0.9490194360722548,0.9490194360722548,0.9490194360722548
gpt-6-sol,original,Waterproof_Male,Waterproof connector,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gpt6-sol/original/Waterproof_Male/M16_Hex_Nut.json,2.11995260004187,C,,,0.0,0.009546102612140294,,,0.0,0.009546102612140294,-0.009491,0.9905538973878597,0.9905538973878597,0.9905538973878597
gpt-6-sol,original,M12_Hex_Nut,M12 hex nut,M16_Hex_Nut,False,True,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gpt6-sol/original/M12_Hex_Nut/M16_Hex_Nut.json,1.3875283999950625,A,-0.608498,0.544167595287691,0.544167595287691,0.544167595287691,,,0.0,0.0012094790010398592,-0.788067,0.45472292571126915,0.45472292571126915,0.45472292571126915
gpt-6-sol,original,M16_Hex_Nut,M16 hex nut,M16_Hex_Nut,True,True,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gpt6-sol/original/M16_Hex_Nut/M16_Hex_Nut.json,1.4138350000139326,C,-1.618706,0.19815494575607023,0.19815494575607023,0.19815494575607023,-3.8699,0.020860455366452566,0.020860455366452566,0.020860455366452566,-0.247204,0.7809813570827664,0.7809813570827664,0.7809813570827664
gpt-6-sol,original,RGOCG16-50_16mm,16 mm round pin,M16_Hex_Nut,False,False,False,input_crops/original/M16_Hex_Nut.png,4ba340c5f9b0438cf39ee0b2a365c9fca0767eaad2c4a4642c4a0ade665bff5c,raw/gpt6-sol/original/RGOCG16-50_16mm/M16_Hex_Nut.json,1.6064814999699593,C,-3.89962,0.020249604833804936,0.020249604833804936,0.020249604833804936,,,0.0,0.005876716829754225,-0.026371,0.9739736783364409,0.9739736783364409,0.9739736783364409
