state,target,identity,input_tokens,cached_tokens,cache_write_tokens,output_tokens,reasoning_tokens,estimated_standard_cost_usd,response_file
original,M12_Hex_Nut,Gear_Medium,617,0,0,5,0,0.001284,raw/gpt6-sol/original/M12_Hex_Nut/Gear_Medium.json
original,M16_Hex_Nut,Gear_Medium,617,0,0,5,0,0.001284,raw/gpt6-sol/original/M16_Hex_Nut/Gear_Medium.json
original,RGOCG16-50_16mm,Gear_Medium,629,0,0,5,0,0.001308,raw/gpt6-sol/original/RGOCG16-50_16mm/Gear_Medium.json
original,RGOCG12-50_12mm,Gear_Medium,629,0,0,5,0,0.001308,raw/gpt6-sol/original/RGOCG12-50_12mm/Gear_Medium.json
original,RGOCG8-50_8mm,Gear_Medium,629,0,0,5,0,0.001308,raw/gpt6-sol/original/RGOCG8-50_8mm/Gear_Medium.json
original,USB_Male,Gear_Medium,678,0,0,5,0,0.001406,raw/gpt6-sol/original/USB_Male/Gear_Medium.json
original,DSUB_Male,Gear_Medium,603,0,0,5,0,0.001256,raw/gpt6-sol/original/DSUB_Male/Gear_Medium.json
original,Gear_Large,Gear_Small,589,0,0,5,0,0.001228,raw/gpt6-sol/original/Gear_Large/Gear_Small.json
original,Gear_Medium,Gear_Small,589,0,0,5,0,0.001228,raw/gpt6-sol/original/Gear_Medium/Gear_Small.json
original,Gear_Small,Gear_Small,589,0,0,5,0,0.001228,raw/gpt6-sol/original/Gear_Small/Gear_Small.json
original,Waterproof_Male,Gear_Small,596,0,0,5,0,0.001242,raw/gpt6-sol/original/Waterproof_Male/Gear_Small.json
original,M12_Hex_Nut,Gear_Small,593,0,0,5,0,0.001236,raw/gpt6-sol/original/M12_Hex_Nut/Gear_Small.json
original,M16_Hex_Nut,Gear_Small,593,0,0,5,0,0.001236,raw/gpt6-sol/original/M16_Hex_Nut/Gear_Small.json
original,RGOCG16-50_16mm,Gear_Small,605,0,0,5,0,0.00126,raw/gpt6-sol/original/RGOCG16-50_16mm/Gear_Small.json
original,RGOCG12-50_12mm,Gear_Small,605,0,0,5,0,0.00126,raw/gpt6-sol/original/RGOCG12-50_12mm/Gear_Small.json
original,RGOCG8-50_8mm,Gear_Small,605,0,0,5,0,0.00126,raw/gpt6-sol/original/RGOCG8-50_8mm/Gear_Small.json
original,USB_Male,Gear_Small,654,0,0,5,0,0.001358,raw/gpt6-sol/original/USB_Male/Gear_Small.json
original,DSUB_Male,Gear_Small,579,0,0,5,0,0.001208,raw/gpt6-sol/original/DSUB_Male/Gear_Small.json
original,Gear_Large,Waterproof_Male,634,0,0,5,0,0.001318,raw/gpt6-sol/original/Gear_Large/Waterproof_Male.json
original,Gear_Medium,Waterproof_Male,634,0,0,5,0,0.001318,raw/gpt6-sol/original/Gear_Medium/Waterproof_Male.json
original,Gear_Small,Waterproof_Male,634,0,0,5,0,0.001318,raw/gpt6-sol/original/Gear_Small/Waterproof_Male.json
original,Waterproof_Male,Waterproof_Male,641,0,0,5,0,0.001332,raw/gpt6-sol/original/Waterproof_Male/Waterproof_Male.json
original,M12_Hex_Nut,Waterproof_Male,638,0,0,5,0,0.001326,raw/gpt6-sol/original/M12_Hex_Nut/Waterproof_Male.json
original,M16_Hex_Nut,Waterproof_Male,638,0,0,5,0,0.001326,raw/gpt6-sol/original/M16_Hex_Nut/Waterproof_Male.json
original,RGOCG16-50_16mm,Waterproof_Male,650,0,0,5,0,0.00135,raw/gpt6-sol/original/RGOCG16-50_16mm/Waterproof_Male.json
original,RGOCG12-50_12mm,Waterproof_Male,650,0,0,5,0,0.00135,raw/gpt6-sol/original/RGOCG12-50_12mm/Waterproof_Male.json
original,RGOCG8-50_8mm,Waterproof_Male,650,0,0,5,0,0.00135,raw/gpt6-sol/original/RGOCG8-50_8mm/Waterproof_Male.json
original,USB_Male,Waterproof_Male,699,0,0,5,0,0.001448,raw/gpt6-sol/original/USB_Male/Waterproof_Male.json
original,DSUB_Male,Waterproof_Male,624,0,0,5,0,0.001298,raw/gpt6-sol/original/DSUB_Male/Waterproof_Male.json
original,Gear_Large,M12_Hex_Nut,580,0,0,5,0,0.00121,raw/gpt6-sol/original/Gear_Large/M12_Hex_Nut.json
original,Gear_Medium,M12_Hex_Nut,580,0,0,5,0,0.00121,raw/gpt6-sol/original/Gear_Medium/M12_Hex_Nut.json
original,Gear_Small,M12_Hex_Nut,580,0,0,5,0,0.00121,raw/gpt6-sol/original/Gear_Small/M12_Hex_Nut.json
original,Waterproof_Male,M12_Hex_Nut,587,0,0,5,0,0.001224,raw/gpt6-sol/original/Waterproof_Male/M12_Hex_Nut.json
original,M12_Hex_Nut,M12_Hex_Nut,584,0,0,5,0,0.001218,raw/gpt6-sol/original/M12_Hex_Nut/M12_Hex_Nut.json
original,M16_Hex_Nut,M12_Hex_Nut,584,0,0,5,0,0.001218,raw/gpt6-sol/original/M16_Hex_Nut/M12_Hex_Nut.json
original,RGOCG16-50_16mm,M12_Hex_Nut,596,0,0,5,0,0.001242,raw/gpt6-sol/original/RGOCG16-50_16mm/M12_Hex_Nut.json
original,RGOCG12-50_12mm,M12_Hex_Nut,596,0,0,5,0,0.001242,raw/gpt6-sol/original/RGOCG12-50_12mm/M12_Hex_Nut.json
original,RGOCG8-50_8mm,M12_Hex_Nut,596,0,0,5,0,0.001242,raw/gpt6-sol/original/RGOCG8-50_8mm/M12_Hex_Nut.json
original,USB_Male,M12_Hex_Nut,645,0,0,5,0,0.00134,raw/gpt6-sol/original/USB_Male/M12_Hex_Nut.json
original,DSUB_Male,M12_Hex_Nut,570,0,0,5,0,0.00119,raw/gpt6-sol/original/DSUB_Male/M12_Hex_Nut.json
original,Gear_Large,M16_Hex_Nut,589,0,0,5,0,0.001228,raw/gpt6-sol/original/Gear_Large/M16_Hex_Nut.json
original,Gear_Medium,M16_Hex_Nut,589,0,0,5,0,0.001228,raw/gpt6-sol/original/Gear_Medium/M16_Hex_Nut.json
original,Gear_Small,M16_Hex_Nut,589,0,0,5,0,0.001228,raw/gpt6-sol/original/Gear_Small/M16_Hex_Nut.json
original,Waterproof_Male,M16_Hex_Nut,596,0,0,5,0,0.001242,raw/gpt6-sol/original/Waterproof_Male/M16_Hex_Nut.json
original,M12_Hex_Nut,M16_Hex_Nut,593,0,0,5,0,0.001236,raw/gpt6-sol/original/M12_Hex_Nut/M16_Hex_Nut.json
original,M16_Hex_Nut,M16_Hex_Nut,593,0,0,5,0,0.001236,raw/gpt6-sol/original/M16_Hex_Nut/M16_Hex_Nut.json
original,RGOCG16-50_16mm,M16_Hex_Nut,605,0,0,5,0,0.00126,raw/gpt6-sol/original/RGOCG16-50_16mm/M16_Hex_Nut.json
original,RGOCG12-50_12mm,M16_Hex_Nut,605,0,0,5,0,0.00126,raw/gpt6-sol/original/RGOCG12-50_12mm/M16_Hex_Nut.json
original,RGOCG8-50_8mm,M16_Hex_Nut,605,0,0,5,0,0.00126,raw/gpt6-sol/original/RGOCG8-50_8mm/M16_Hex_Nut.json
original,USB_Male,M16_Hex_Nut,654,0,0,5,0,0.001358,raw/gpt6-sol/original/USB_Male/M16_Hex_Nut.json
original,DSUB_Male,M16_Hex_Nut,579,0,0,5,0,0.001208,raw/gpt6-sol/original/DSUB_Male/M16_Hex_Nut.json
original,Gear_Large,RGOCG16-50_16mm,618,0,0,5,0,0.001286,raw/gpt6-sol/original/Gear_Large/RGOCG16-50_16mm.json
original,Gear_Medium,RGOCG16-50_16mm,618,0,0,5,0,0.001286,raw/gpt6-sol/original/Gear_Medium/RGOCG16-50_16mm.json
original,Gear_Small,RGOCG16-50_16mm,618,0,0,5,0,0.001286,raw/gpt6-sol/original/Gear_Small/RGOCG16-50_16mm.json
original,Waterproof_Male,RGOCG16-50_16mm,625,0,0,5,0,0.0013,raw/gpt6-sol/original/Waterproof_Male/RGOCG16-50_16mm.json
original,M12_Hex_Nut,RGOCG16-50_16mm,622,0,0,5,0,0.001294,raw/gpt6-sol/original/M12_Hex_Nut/RGOCG16-50_16mm.json
original,M16_Hex_Nut,RGOCG16-50_16mm,622,0,0,5,0,0.001294,raw/gpt6-sol/original/M16_Hex_Nut/RGOCG16-50_16mm.json
original,RGOCG16-50_16mm,RGOCG16-50_16mm,634,0,0,5,0,0.001318,raw/gpt6-sol/original/RGOCG16-50_16mm/RGOCG16-50_16mm.json
original,RGOCG12-50_12mm,RGOCG16-50_16mm,634,0,0,5,0,0.001318,raw/gpt6-sol/original/RGOCG12-50_12mm/RGOCG16-50_16mm.json
original,RGOCG8-50_8mm,RGOCG16-50_16mm,634,0,0,5,0,0.001318,raw/gpt6-sol/original/RGOCG8-50_8mm/RGOCG16-50_16mm.json
original,USB_Male,RGOCG16-50_16mm,683,0,0,5,0,0.001416,raw/gpt6-sol/original/USB_Male/RGOCG16-50_16mm.json
original,DSUB_Male,RGOCG16-50_16mm,608,0,0,5,0,0.001266,raw/gpt6-sol/original/DSUB_Male/RGOCG16-50_16mm.json
original,Gear_Large,RGOCG12-50_12mm,612,0,0,5,0,0.001274,raw/gpt6-sol/original/Gear_Large/RGOCG12-50_12mm.json
original,Gear_Medium,RGOCG12-50_12mm,612,0,0,5,0,0.001274,raw/gpt6-sol/original/Gear_Medium/RGOCG12-50_12mm.json
original,Gear_Small,RGOCG12-50_12mm,612,0,0,5,0,0.001274,raw/gpt6-sol/original/Gear_Small/RGOCG12-50_12mm.json
original,Waterproof_Male,RGOCG12-50_12mm,619,0,0,5,0,0.001288,raw/gpt6-sol/original/Waterproof_Male/RGOCG12-50_12mm.json
original,M12_Hex_Nut,RGOCG12-50_12mm,616,0,0,5,0,0.001282,raw/gpt6-sol/original/M12_Hex_Nut/RGOCG12-50_12mm.json
original,M16_Hex_Nut,RGOCG12-50_12mm,616,0,0,5,0,0.001282,raw/gpt6-sol/original/M16_Hex_Nut/RGOCG12-50_12mm.json
original,RGOCG16-50_16mm,RGOCG12-50_12mm,628,0,0,5,0,0.001306,raw/gpt6-sol/original/RGOCG16-50_16mm/RGOCG12-50_12mm.json
original,RGOCG12-50_12mm,RGOCG12-50_12mm,628,0,0,5,0,0.001306,raw/gpt6-sol/original/RGOCG12-50_12mm/RGOCG12-50_12mm.json
original,RGOCG8-50_8mm,RGOCG12-50_12mm,628,0,0,5,0,0.001306,raw/gpt6-sol/original/RGOCG8-50_8mm/RGOCG12-50_12mm.json
original,USB_Male,RGOCG12-50_12mm,677,0,0,5,0,0.001404,raw/gpt6-sol/original/USB_Male/RGOCG12-50_12mm.json
original,DSUB_Male,RGOCG12-50_12mm,602,0,0,5,0,0.001254,raw/gpt6-sol/original/DSUB_Male/RGOCG12-50_12mm.json
original,Gear_Large,RGOCG8-50_8mm,603,0,0,5,0,0.001256,raw/gpt6-sol/original/Gear_Large/RGOCG8-50_8mm.json
original,Gear_Medium,RGOCG8-50_8mm,603,0,0,5,0,0.001256,raw/gpt6-sol/original/Gear_Medium/RGOCG8-50_8mm.json
original,Gear_Small,RGOCG8-50_8mm,603,0,0,5,0,0.001256,raw/gpt6-sol/original/Gear_Small/RGOCG8-50_8mm.json
original,Waterproof_Male,RGOCG8-50_8mm,610,0,0,5,0,0.00127,raw/gpt6-sol/original/Waterproof_Male/RGOCG8-50_8mm.json
original,M12_Hex_Nut,RGOCG8-50_8mm,607,0,0,5,0,0.001264,raw/gpt6-sol/original/M12_Hex_Nut/RGOCG8-50_8mm.json
original,M16_Hex_Nut,RGOCG8-50_8mm,607,0,0,5,0,0.001264,raw/gpt6-sol/original/M16_Hex_Nut/RGOCG8-50_8mm.json
original,RGOCG16-50_16mm,RGOCG8-50_8mm,619,0,0,5,0,0.001288,raw/gpt6-sol/original/RGOCG16-50_16mm/RGOCG8-50_8mm.json
original,RGOCG12-50_12mm,RGOCG8-50_8mm,619,0,0,5,0,0.001288,raw/gpt6-sol/original/RGOCG12-50_12mm/RGOCG8-50_8mm.json
original,RGOCG8-50_8mm,RGOCG8-50_8mm,619,0,0,5,0,0.001288,raw/gpt6-sol/original/RGOCG8-50_8mm/RGOCG8-50_8mm.json
original,USB_Male,RGOCG8-50_8mm,668,0,0,5,0,0.001386,raw/gpt6-sol/original/USB_Male/RGOCG8-50_8mm.json
original,DSUB_Male,RGOCG8-50_8mm,593,0,0,5,0,0.001236,raw/gpt6-sol/original/DSUB_Male/RGOCG8-50_8mm.json
original,Gear_Large,USB_Male,1074,0,1071,5,0,0.0027335,raw/gpt6-sol/original/Gear_Large/USB_Male.json
original,Gear_Medium,USB_Male,1074,0,1071,5,0,0.0027335,raw/gpt6-sol/original/Gear_Medium/USB_Male.json
original,Gear_Small,USB_Male,1074,0,1071,5,0,0.0027335,raw/gpt6-sol/original/Gear_Small/USB_Male.json
original,Waterproof_Male,USB_Male,1081,0,1078,5,0,0.002751,raw/gpt6-sol/original/Waterproof_Male/USB_Male.json
original,M12_Hex_Nut,USB_Male,1078,0,1075,5,0,0.0027435,raw/gpt6-sol/original/M12_Hex_Nut/USB_Male.json
original,M16_Hex_Nut,USB_Male,1078,0,1075,5,0,0.0027435,raw/gpt6-sol/original/M16_Hex_Nut/USB_Male.json
original,RGOCG16-50_16mm,USB_Male,1090,0,1087,5,0,0.0027735,raw/gpt6-sol/original/RGOCG16-50_16mm/USB_Male.json
original,RGOCG12-50_12mm,USB_Male,1090,0,1087,5,0,0.0027735,raw/gpt6-sol/original/RGOCG12-50_12mm/USB_Male.json
original,RGOCG8-50_8mm,USB_Male,1090,0,1087,5,0,0.0027735,raw/gpt6-sol/original/RGOCG8-50_8mm/USB_Male.json
original,USB_Male,USB_Male,1139,0,1136,5,0,0.002896,raw/gpt6-sol/original/USB_Male/USB_Male.json
original,DSUB_Male,USB_Male,1064,0,1061,5,0,0.0027085,raw/gpt6-sol/original/DSUB_Male/USB_Male.json
original,Gear_Large,DSUB_Male,630,0,0,5,0,0.00131,raw/gpt6-sol/original/Gear_Large/DSUB_Male.json
original,Gear_Medium,DSUB_Male,630,0,0,5,0,0.00131,raw/gpt6-sol/original/Gear_Medium/DSUB_Male.json
original,Gear_Small,DSUB_Male,630,0,0,5,0,0.00131,raw/gpt6-sol/original/Gear_Small/DSUB_Male.json
original,Waterproof_Male,DSUB_Male,637,0,0,5,0,0.001324,raw/gpt6-sol/original/Waterproof_Male/DSUB_Male.json
original,M12_Hex_Nut,DSUB_Male,634,0,0,5,0,0.001318,raw/gpt6-sol/original/M12_Hex_Nut/DSUB_Male.json
original,M16_Hex_Nut,DSUB_Male,634,0,0,5,0,0.001318,raw/gpt6-sol/original/M16_Hex_Nut/DSUB_Male.json
original,RGOCG16-50_16mm,DSUB_Male,646,0,0,5,0,0.001342,raw/gpt6-sol/original/RGOCG16-50_16mm/DSUB_Male.json
original,RGOCG12-50_12mm,DSUB_Male,646,0,0,5,0,0.001342,raw/gpt6-sol/original/RGOCG12-50_12mm/DSUB_Male.json
original,RGOCG8-50_8mm,DSUB_Male,646,0,0,5,0,0.001342,raw/gpt6-sol/original/RGOCG8-50_8mm/DSUB_Male.json
original,USB_Male,DSUB_Male,695,0,0,5,0,0.00144,raw/gpt6-sol/original/USB_Male/DSUB_Male.json
original,DSUB_Male,DSUB_Male,620,0,0,5,0,0.00129,raw/gpt6-sol/original/DSUB_Male/DSUB_Male.json
state_101,Gear_Large,Gear_Large,667,0,0,5,0,0.001384,raw/gpt6-sol/state_101/Gear_Large/Gear_Large.json
state_101,Gear_Medium,Gear_Large,667,0,0,5,0,0.001384,raw/gpt6-sol/state_101/Gear_Medium/Gear_Large.json
state_101,Gear_Small,Gear_Large,667,0,0,5,0,0.001384,raw/gpt6-sol/state_101/Gear_Small/Gear_Large.json
state_101,Waterproof_Male,Gear_Large,674,0,0,5,0,0.001398,raw/gpt6-sol/state_101/Waterproof_Male/Gear_Large.json
state_101,M12_Hex_Nut,Gear_Large,671,0,0,5,0,0.001392,raw/gpt6-sol/state_101/M12_Hex_Nut/Gear_Large.json
state_101,M16_Hex_Nut,Gear_Large,671,0,0,5,0,0.001392,raw/gpt6-sol/state_101/M16_Hex_Nut/Gear_Large.json
state_101,RGOCG16-50_16mm,Gear_Large,683,0,0,5,0,0.001416,raw/gpt6-sol/state_101/RGOCG16-50_16mm/Gear_Large.json
state_101,RGOCG12-50_12mm,Gear_Large,683,0,0,5,0,0.001416,raw/gpt6-sol/state_101/RGOCG12-50_12mm/Gear_Large.json
state_101,RGOCG8-50_8mm,Gear_Large,683,0,0,5,0,0.001416,raw/gpt6-sol/state_101/RGOCG8-50_8mm/Gear_Large.json
state_101,USB_Male,Gear_Large,732,0,0,5,0,0.001514,raw/gpt6-sol/state_101/USB_Male/Gear_Large.json
state_101,DSUB_Male,Gear_Large,657,0,0,5,0,0.001364,raw/gpt6-sol/state_101/DSUB_Male/Gear_Large.json
state_101,Gear_Large,Gear_Medium,613,0,0,5,0,0.001276,raw/gpt6-sol/state_101/Gear_Large/Gear_Medium.json
state_101,Gear_Medium,Gear_Medium,613,0,0,5,0,0.001276,raw/gpt6-sol/state_101/Gear_Medium/Gear_Medium.json
state_101,Gear_Small,Gear_Medium,613,0,0,5,0,0.001276,raw/gpt6-sol/state_101/Gear_Small/Gear_Medium.json
state_101,Waterproof_Male,Gear_Medium,620,0,0,5,0,0.00129,raw/gpt6-sol/state_101/Waterproof_Male/Gear_Medium.json
state_101,M12_Hex_Nut,Gear_Medium,617,0,0,5,0,0.001284,raw/gpt6-sol/state_101/M12_Hex_Nut/Gear_Medium.json
state_101,M16_Hex_Nut,Gear_Medium,617,0,0,5,0,0.001284,raw/gpt6-sol/state_101/M16_Hex_Nut/Gear_Medium.json
state_101,RGOCG16-50_16mm,Gear_Medium,629,0,0,5,0,0.001308,raw/gpt6-sol/state_101/RGOCG16-50_16mm/Gear_Medium.json
state_101,RGOCG12-50_12mm,Gear_Medium,629,0,0,5,0,0.001308,raw/gpt6-sol/state_101/RGOCG12-50_12mm/Gear_Medium.json
state_101,RGOCG8-50_8mm,Gear_Medium,629,0,0,5,0,0.001308,raw/gpt6-sol/state_101/RGOCG8-50_8mm/Gear_Medium.json
state_101,USB_Male,Gear_Medium,678,0,0,5,0,0.001406,raw/gpt6-sol/state_101/USB_Male/Gear_Medium.json
state_101,DSUB_Male,Gear_Medium,603,0,0,5,0,0.001256,raw/gpt6-sol/state_101/DSUB_Male/Gear_Medium.json
state_101,Gear_Large,Gear_Small,589,0,0,5,0,0.001228,raw/gpt6-sol/state_101/Gear_Large/Gear_Small.json
state_101,Gear_Medium,Gear_Small,589,0,0,5,0,0.001228,raw/gpt6-sol/state_101/Gear_Medium/Gear_Small.json
state_101,Gear_Small,Gear_Small,589,0,0,5,0,0.001228,raw/gpt6-sol/state_101/Gear_Small/Gear_Small.json
state_101,Waterproof_Male,Gear_Small,596,0,0,5,0,0.001242,raw/gpt6-sol/state_101/Waterproof_Male/Gear_Small.json
state_101,M12_Hex_Nut,Gear_Small,593,0,0,5,0,0.001236,raw/gpt6-sol/state_101/M12_Hex_Nut/Gear_Small.json
state_101,M16_Hex_Nut,Gear_Small,593,0,0,5,0,0.001236,raw/gpt6-sol/state_101/M16_Hex_Nut/Gear_Small.json
state_101,RGOCG16-50_16mm,Gear_Small,605,0,0,5,0,0.00126,raw/gpt6-sol/state_101/RGOCG16-50_16mm/Gear_Small.json
state_101,RGOCG12-50_12mm,Gear_Small,605,0,0,5,0,0.00126,raw/gpt6-sol/state_101/RGOCG12-50_12mm/Gear_Small.json
state_101,RGOCG8-50_8mm,Gear_Small,605,0,0,5,0,0.00126,raw/gpt6-sol/state_101/RGOCG8-50_8mm/Gear_Small.json
state_101,USB_Male,Gear_Small,654,0,0,5,0,0.001358,raw/gpt6-sol/state_101/USB_Male/Gear_Small.json
state_101,DSUB_Male,Gear_Small,579,0,0,5,0,0.001208,raw/gpt6-sol/state_101/DSUB_Male/Gear_Small.json
state_101,Gear_Large,Waterproof_Male,642,0,0,5,0,0.001334,raw/gpt6-sol/state_101/Gear_Large/Waterproof_Male.json
state_101,Gear_Medium,Waterproof_Male,642,0,0,5,0,0.001334,raw/gpt6-sol/state_101/Gear_Medium/Waterproof_Male.json
state_101,Gear_Small,Waterproof_Male,642,0,0,5,0,0.001334,raw/gpt6-sol/state_101/Gear_Small/Waterproof_Male.json
state_101,Waterproof_Male,Waterproof_Male,649,0,0,5,0,0.001348,raw/gpt6-sol/state_101/Waterproof_Male/Waterproof_Male.json
state_101,M12_Hex_Nut,Waterproof_Male,646,0,0,5,0,0.001342,raw/gpt6-sol/state_101/M12_Hex_Nut/Waterproof_Male.json
state_101,M16_Hex_Nut,Waterproof_Male,646,0,0,5,0,0.001342,raw/gpt6-sol/state_101/M16_Hex_Nut/Waterproof_Male.json
state_101,RGOCG16-50_16mm,Waterproof_Male,658,0,0,5,0,0.001366,raw/gpt6-sol/state_101/RGOCG16-50_16mm/Waterproof_Male.json
state_101,RGOCG12-50_12mm,Waterproof_Male,658,0,0,5,0,0.001366,raw/gpt6-sol/state_101/RGOCG12-50_12mm/Waterproof_Male.json
state_101,RGOCG8-50_8mm,Waterproof_Male,658,0,0,5,0,0.001366,raw/gpt6-sol/state_101/RGOCG8-50_8mm/Waterproof_Male.json
state_101,USB_Male,Waterproof_Male,707,0,0,5,0,0.001464,raw/gpt6-sol/state_101/USB_Male/Waterproof_Male.json
state_101,DSUB_Male,Waterproof_Male,632,0,0,5,0,0.001314,raw/gpt6-sol/state_101/DSUB_Male/Waterproof_Male.json
state_101,Gear_Large,M12_Hex_Nut,584,0,0,5,0,0.001218,raw/gpt6-sol/state_101/Gear_Large/M12_Hex_Nut.json
state_101,Gear_Medium,M12_Hex_Nut,584,0,0,5,0,0.001218,raw/gpt6-sol/state_101/Gear_Medium/M12_Hex_Nut.json
state_101,Gear_Small,M12_Hex_Nut,584,0,0,5,0,0.001218,raw/gpt6-sol/state_101/Gear_Small/M12_Hex_Nut.json
state_101,Waterproof_Male,M12_Hex_Nut,591,0,0,5,0,0.001232,raw/gpt6-sol/state_101/Waterproof_Male/M12_Hex_Nut.json
state_101,M12_Hex_Nut,M12_Hex_Nut,588,0,0,5,0,0.001226,raw/gpt6-sol/state_101/M12_Hex_Nut/M12_Hex_Nut.json
state_101,M16_Hex_Nut,M12_Hex_Nut,588,0,0,5,0,0.001226,raw/gpt6-sol/state_101/M16_Hex_Nut/M12_Hex_Nut.json
state_101,RGOCG16-50_16mm,M12_Hex_Nut,600,0,0,5,0,0.00125,raw/gpt6-sol/state_101/RGOCG16-50_16mm/M12_Hex_Nut.json
state_101,RGOCG12-50_12mm,M12_Hex_Nut,600,0,0,5,0,0.00125,raw/gpt6-sol/state_101/RGOCG12-50_12mm/M12_Hex_Nut.json
state_101,RGOCG8-50_8mm,M12_Hex_Nut,600,0,0,5,0,0.00125,raw/gpt6-sol/state_101/RGOCG8-50_8mm/M12_Hex_Nut.json
state_101,USB_Male,M12_Hex_Nut,649,0,0,5,0,0.001348,raw/gpt6-sol/state_101/USB_Male/M12_Hex_Nut.json
state_101,DSUB_Male,M12_Hex_Nut,574,0,0,5,0,0.001198,raw/gpt6-sol/state_101/DSUB_Male/M12_Hex_Nut.json
state_101,Gear_Large,M16_Hex_Nut,589,0,0,5,0,0.001228,raw/gpt6-sol/state_101/Gear_Large/M16_Hex_Nut.json
state_101,Gear_Medium,M16_Hex_Nut,589,0,0,5,0,0.001228,raw/gpt6-sol/state_101/Gear_Medium/M16_Hex_Nut.json
state_101,Gear_Small,M16_Hex_Nut,589,0,0,5,0,0.001228,raw/gpt6-sol/state_101/Gear_Small/M16_Hex_Nut.json
state_101,Waterproof_Male,M16_Hex_Nut,596,0,0,5,0,0.001242,raw/gpt6-sol/state_101/Waterproof_Male/M16_Hex_Nut.json
state_101,M12_Hex_Nut,M16_Hex_Nut,593,0,0,5,0,0.001236,raw/gpt6-sol/state_101/M12_Hex_Nut/M16_Hex_Nut.json
state_101,M16_Hex_Nut,M16_Hex_Nut,593,0,0,5,0,0.001236,raw/gpt6-sol/state_101/M16_Hex_Nut/M16_Hex_Nut.json
state_101,RGOCG16-50_16mm,M16_Hex_Nut,605,0,0,5,0,0.00126,raw/gpt6-sol/state_101/RGOCG16-50_16mm/M16_Hex_Nut.json
state_101,RGOCG12-50_12mm,M16_Hex_Nut,605,0,0,5,0,0.00126,raw/gpt6-sol/state_101/RGOCG12-50_12mm/M16_Hex_Nut.json
state_101,RGOCG8-50_8mm,M16_Hex_Nut,605,0,0,5,0,0.00126,raw/gpt6-sol/state_101/RGOCG8-50_8mm/M16_Hex_Nut.json
state_101,USB_Male,M16_Hex_Nut,654,0,0,5,0,0.001358,raw/gpt6-sol/state_101/USB_Male/M16_Hex_Nut.json
state_101,DSUB_Male,M16_Hex_Nut,579,0,0,5,0,0.001208,raw/gpt6-sol/state_101/DSUB_Male/M16_Hex_Nut.json
state_101,Gear_Large,RGOCG16-50_16mm,620,0,0,5,0,0.00129,raw/gpt6-sol/state_101/Gear_Large/RGOCG16-50_16mm.json
state_101,Gear_Medium,RGOCG16-50_16mm,620,0,0,5,0,0.00129,raw/gpt6-sol/state_101/Gear_Medium/RGOCG16-50_16mm.json
state_101,Gear_Small,RGOCG16-50_16mm,620,0,0,5,0,0.00129,raw/gpt6-sol/state_101/Gear_Small/RGOCG16-50_16mm.json
state_101,Waterproof_Male,RGOCG16-50_16mm,627,0,0,5,0,0.001304,raw/gpt6-sol/state_101/Waterproof_Male/RGOCG16-50_16mm.json
state_101,M12_Hex_Nut,RGOCG16-50_16mm,624,0,0,5,0,0.001298,raw/gpt6-sol/state_101/M12_Hex_Nut/RGOCG16-50_16mm.json
state_101,M16_Hex_Nut,RGOCG16-50_16mm,624,0,0,5,0,0.001298,raw/gpt6-sol/state_101/M16_Hex_Nut/RGOCG16-50_16mm.json
