condition,model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,p_A,p_B,p_C,logp_A,logp_B,logp_C,other_token_probability,target_family,observed_family,p_A_lower,p_A_upper,p_B_lower,p_B_upper,p_C_lower,p_C_upper
baseline,qwen3.5:4b,original,DSUB_Male,DSUB connector,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/DSUB_Male/Gear_Large.json,0.3391208000248298,C,0.07201893309958247,0.11082175258105956,0.8155263657455778,-2.630826234817505,-2.1998322010040283,-0.20392152667045593,0.0016329485737801575,DSUB_Male,gear,,,,,,
baseline,qwen3.5:4b,original,Gear_Large,Large gear,Gear_Medium,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Large/Gear_Medium.json,0.36688590003177524,A,0.8254046422493737,0.09513689259932996,0.07898508388894224,-0.19188153743743896,-2.352438449859619,-2.538496255874634,0.00047338126235407785,gear,gear,,,,,,
baseline,qwen3.5:4b,original,Gear_Medium,Medium gear,Gear_Medium,True,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Medium/Gear_Medium.json,0.28202450001845136,A,0.8425060462755548,0.0846243721809568,0.07244963671072385,-0.17137444019317627,-2.4695329666137695,-2.624863624572754,0.00041994483276464045,gear,gear,,,,,,
baseline,qwen3.5:4b,original,Gear_Small,Small gear,Gear_Medium,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Small/Gear_Medium.json,0.2633285000338219,A,0.8009448051659074,0.09749124716365566,0.10108176523093997,-0.22196324169635773,-2.3279926776885986,-2.291825532913208,0.00048218243949704753,gear,gear,,,,,,
baseline,qwen3.5:4b,original,Waterproof_Male,Waterproof connector,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Waterproof_Male/Gear_Medium.json,0.26101550000021234,C,0.06800005758353171,0.37596505204199104,0.5556615572617356,-2.688246726989746,-0.9782590866088867,-0.5875958800315857,0.00037333311274156955,Waterproof_Male,gear,,,,,,
baseline,qwen3.5:4b,original,M12_Hex_Nut,M12 hex nut,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M12_Hex_Nut/Gear_Medium.json,0.2702958000008948,C,0.0618094928462194,0.337370401089305,0.5997770543127914,-2.783698320388794,-1.086573839187622,-0.5111972689628601,0.0010430517516841764,hex_nut,gear,,,,,,
baseline,qwen3.5:4b,original,M16_Hex_Nut,M16 hex nut,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M16_Hex_Nut/Gear_Medium.json,0.26117499999236315,C,0.08909369234149986,0.2043743955537839,0.7056382255376966,-2.4180667400360107,-1.5878016948699951,-0.34865260124206543,0.0008936865670196026,hex_nut,gear,,,,,,
baseline,qwen3.5:4b,original,RGOCG16-50_16mm,16 mm round pin,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG16-50_16mm/Gear_Medium.json,0.2695825999835506,C,0.13466827479481752,0.2952453627535629,0.5688246546803403,-2.0049407482147217,-1.2199485301971436,-0.5641830563545227,0.001261707771279319,round_pin,gear,,,,,,
baseline,qwen3.5:4b,original,RGOCG12-50_12mm,12 mm round pin,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG12-50_12mm/Gear_Medium.json,0.26699410000583157,C,0.1378452760074517,0.31595502567973976,0.5454195738808808,-1.9816234111785889,-1.1521553993225098,-0.6061999201774597,0.0007801244319277645,round_pin,gear,,,,,,
baseline,qwen3.5:4b,original,RGOCG8-50_8mm,8 mm round pin,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG8-50_8mm/Gear_Medium.json,0.285447700007353,C,0.14548423834718324,0.23078708165626088,0.6226581883953927,-1.9276875257492065,-1.4662597179412842,-0.4737575650215149,0.001070491601163237,round_pin,gear,,,,,,
baseline,qwen3.5:4b,original,USB_Male,USB connector + cable,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/USB_Male/Gear_Medium.json,0.3074656000244431,C,0.020088264777826013,0.2031855983862846,0.7756787576449431,-3.9076194763183594,-1.5936354398727417,-0.25401681661605835,0.0010473791909462182,USB_Male,gear,,,,,,
baseline,qwen3.5:4b,original,DSUB_Male,DSUB connector,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/DSUB_Male/Gear_Medium.json,0.2942310000071302,C,0.052187422513735184,0.3586822057160663,0.5879108813279114,-2.952913761138916,-1.0253185033798218,-0.5311799049377441,0.0012194904422870856,DSUB_Male,gear,,,,,,
baseline,qwen3.5:4b,original,Gear_Large,Large gear,Gear_Small,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Large/Gear_Small.json,0.3451828000252135,A,0.8348908974973622,0.09176143605827368,0.07294193369053474,-0.18045422434806824,-2.3885631561279297,-2.618091583251953,0.0004057327538293798,gear,gear,,,,,,
baseline,qwen3.5:4b,original,Gear_Medium,Medium gear,Gear_Small,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Medium/Gear_Small.json,0.26635809999424964,A,0.772917684753256,0.12922271138142566,0.0973710350637934,-0.25758272409439087,-2.046217918395996,-2.329226493835449,0.0004885688015249245,gear,gear,,,,,,
baseline,qwen3.5:4b,original,Gear_Small,Small gear,Gear_Small,True,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Small/Gear_Small.json,0.2723759000073187,A,0.7839611796920684,0.11927896073882782,0.09624378712591646,-0.24339577555656433,-2.1262903213500977,-2.3408708572387695,0.0005160724431874097,gear,gear,,,,,,
baseline,qwen3.5:4b,original,Waterproof_Male,Waterproof connector,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Waterproof_Male/Gear_Small.json,0.29789039999013767,C,0.21386414380419289,0.21408042174102862,0.5714727129683072,-1.5424143075942993,-1.5414035320281982,-0.5595385432243347,0.0005827214864713159,Waterproof_Male,gear,,,,,,
baseline,qwen3.5:4b,original,M12_Hex_Nut,M12 hex nut,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M12_Hex_Nut/Gear_Small.json,0.2967670999933034,C,0.25808203920892336,0.26308392097712946,0.4783245800121259,-1.3544777631759644,-1.3352822065353394,-0.7374657392501831,0.000509459801821377,hex_nut,gear,,,,,,
baseline,qwen3.5:4b,original,M16_Hex_Nut,M16 hex nut,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M16_Hex_Nut/Gear_Small.json,0.30169460002798587,C,0.37006720705585733,0.23770649441140607,0.39176225621105126,-0.9940706491470337,-1.4367185831069946,-0.9371001124382019,0.00046404232168528736,hex_nut,gear,,,,,,
baseline,qwen3.5:4b,original,RGOCG16-50_16mm,16 mm round pin,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG16-50_16mm/Gear_Small.json,0.3086072000442073,C,0.2378215981059641,0.26050087985757153,0.500506865465046,-1.436234474182129,-1.345149040222168,-0.6921339631080627,0.0011706565714184602,round_pin,gear,,,,,,
baseline,qwen3.5:4b,original,RGOCG12-50_12mm,12 mm round pin,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG12-50_12mm/Gear_Small.json,0.3107636999920942,C,0.18714362993855066,0.2522018378997949,0.5593848079050855,-1.675878882408142,-1.3775255680084229,-0.5809176564216614,0.0012697242565689049,round_pin,gear,,,,,,
baseline,qwen3.5:4b,original,RGOCG8-50_8mm,8 mm round pin,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG8-50_8mm/Gear_Small.json,0.3198718000203371,C,0.33887713303113143,0.17801763940102025,0.4822031758372499,-1.0821176767349243,-1.7258726358413696,-0.7293897271156311,0.0009020517305984299,round_pin,gear,,,,,,
baseline,qwen3.5:4b,original,USB_Male,USB connector + cable,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/USB_Male/Gear_Small.json,0.335863399959635,C,0.05372102051557933,0.127207439893166,0.8176761880203947,-2.9239509105682373,-2.061936140060425,-0.2012888789176941,0.001395351570860015,USB_Male,gear,,,,,,
baseline,qwen3.5:4b,original,DSUB_Male,DSUB connector,Gear_Small,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/DSUB_Male/Gear_Small.json,0.327991199970711,C,0.2538499706474925,0.14656946776468122,0.5985845299258261,-1.3710118532180786,-1.9202557802200317,-0.5131875276565552,0.0009960316620001297,DSUB_Male,gear,,,,,,
baseline,qwen3.5:4b,original,Gear_Large,Large gear,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Large/Waterproof_Male.json,0.3977152000297792,C,0.13760058439571177,0.28921826183855476,0.5710635313299253,-1.9834001064300537,-1.2405736446380615,-0.5602548122406006,0.002117622435808153,gear,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,Gear_Medium,Medium gear,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Medium/Waterproof_Male.json,0.2819848000071943,C,0.16876967850993418,0.21970484075822388,0.6100753459399312,-1.7792203426361084,-1.515470266342163,-0.4941728115081787,0.0014501347919106955,gear,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,Gear_Small,Small gear,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Small/Waterproof_Male.json,0.28099380002822727,C,0.1505143778056554,0.30707332641347146,0.540545706745133,-1.893696665763855,-1.1806687116622925,-0.6151760816574097,0.0018665890357401071,gear,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,True,True,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Waterproof_Male/Waterproof_Male.json,0.3017227000091225,A,0.8100212196257536,0.09824836102488271,0.09020523807363821,-0.2106948345899582,-2.3202567100524902,-2.405667781829834,0.00152518127572554,Waterproof_Male,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,M12_Hex_Nut,M12 hex nut,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M12_Hex_Nut/Waterproof_Male.json,0.2859020000323653,C,0.09043123251391852,0.28078656971341165,0.6240975266639054,-2.403165578842163,-1.270160436630249,-0.4714486300945282,0.004684671108764471,hex_nut,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,M16_Hex_Nut,M16 hex nut,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M16_Hex_Nut/Waterproof_Male.json,0.29624639998655766,C,0.1113198127550373,0.2507329568368555,0.6346905770285164,-2.195348024368286,-1.3833668231964111,-0.4546176791191101,0.0032566533795908015,hex_nut,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG16-50_16mm/Waterproof_Male.json,0.28472439997131005,C,0.32814755585129296,0.21044668419350507,0.458308791720382,-1.1142919063568115,-1.5585229396820068,-0.7802121043205261,0.0030969682348198635,round_pin,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG12-50_12mm/Waterproof_Male.json,0.28394399996614084,C,0.3780663703342484,0.2158615585186418,0.403974612419343,-0.9726855158805847,-1.5331180095672607,-0.9064032435417175,0.0020974587277666767,round_pin,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG8-50_8mm/Waterproof_Male.json,0.28423190000467,C,0.34140227701003606,0.19967253218792408,0.45584309312950533,-1.0746937990188599,-1.6110765933990479,-0.7856066226959229,0.003082097672534534,round_pin,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,USB_Male,USB connector + cable,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/USB_Male/Waterproof_Male.json,0.2981749000027776,C,0.19290677758751126,0.2790474649440172,0.5247501219310564,-1.6455482244491577,-1.2763733863830566,-0.6448330879211426,0.003295635537415076,USB_Male,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,DSUB_Male,DSUB connector,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/DSUB_Male/Waterproof_Male.json,0.3003037999733351,A,0.45931090204341724,0.24798911208390467,0.29114667983911025,-0.7780279517173767,-1.394370436668396,-1.2339280843734741,0.0015533060335678472,DSUB_Male,Waterproof_Male,,,,,,
baseline,qwen3.5:4b,original,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Large/M12_Hex_Nut.json,0.36314540001330897,A,0.5587233286099362,0.07592859485736483,0.3643985184750792,-0.5821008682250977,-2.5779619216918945,-1.009507179260254,0.0009495580576197593,gear,hex_nut,,,,,,
baseline,qwen3.5:4b,original,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Medium/M12_Hex_Nut.json,0.28465059999143705,C,0.44042806117806327,0.06283677579431925,0.4955267141340026,-0.8200081586837769,-2.767214775085449,-0.7021340131759644,0.0012084488936148219,gear,hex_nut,,,,,,
baseline,qwen3.5:4b,original,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Small/M12_Hex_Nut.json,0.29439409996848553,A,0.5019451856974617,0.07457249755349349,0.4225754817116553,-0.6892643570899963,-2.5959835052490234,-0.8613871932029724,0.0009068350373895306,gear,hex_nut,,,,,,
baseline,qwen3.5:4b,original,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Waterproof_Male/M12_Hex_Nut.json,0.28975239995634183,C,0.3816928477997116,0.09119346385151914,0.5265367585411774,-0.9631390571594238,-2.3947720527648926,-0.6414341330528259,0.0005769298075918305,Waterproof_Male,hex_nut,,,,,,
baseline,qwen3.5:4b,original,M12_Hex_Nut,M12 hex nut,M12_Hex_Nut,True,True,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M12_Hex_Nut/M12_Hex_Nut.json,0.3029577999841422,A,0.4906622950564832,0.07154780713462151,0.4371647253523842,-0.7119991779327393,-2.6373894214630127,-0.8274452090263367,0.0006251724565111694,hex_nut,hex_nut,,,,,,
baseline,qwen3.5:4b,original,M16_Hex_Nut,M16 hex nut,M12_Hex_Nut,False,True,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M16_Hex_Nut/M12_Hex_Nut.json,0.2842084000003524,A,0.516789433902735,0.06242948233745825,0.4198632719133723,-0.6601197719573975,-2.7737176418304443,-0.8678261637687683,0.0009178118464343576,hex_nut,hex_nut,,,,,,
baseline,qwen3.5:4b,original,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG16-50_16mm/M12_Hex_Nut.json,0.30985389999113977,C,0.2987367324598525,0.08688910527916688,0.6130813927783393,-1.2081925868988037,-2.443122625350952,-0.4892575740814209,0.0012927694826413427,round_pin,hex_nut,,,,,,
baseline,qwen3.5:4b,original,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/RGOCG12-50_12mm/M12_Hex_Nut.json,0.31871989998035133,C,0.2514210035316664,0.11077415042691455,0.6364843816245749,-1.3806264400482178,-2.2002618312835693,-0.45179539918899536,0.0013204644168441915,round_pin,hex_nut,,,,,,
