case,model,state,target,target_family,posthoc_identity,observed_family,same_family,own_object_match,assisted_fallback,baseline_answer,baseline_response_file,baseline_p_A,baseline_p_A_lower,baseline_p_A_upper,baseline_p_C,baseline_p_C_lower,baseline_p_C_upper,ablation_answer,ablation_response_file,ablation_p_A,ablation_p_A_lower,ablation_p_A_upper,ablation_p_C,ablation_p_C_lower,ablation_p_C_upper,p_A_change_lower,p_A_change_upper
Waterproof <- DSUB,gemma4:12b,state_202,Waterproof_Male,Waterproof_Male,DSUB_Male,DSUB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/Waterproof_Male/DSUB_Male.json,0.9999970197676546,0.9999970197676546,0.9999970197676546,1.1309781285789626e-08,1.1309781285789626e-08,1.1309781285789626e-08,A,gemma4-12b/responses/state_202/Waterproof_Male/DSUB_Male.json,0.999996304512031,0.999996304512031,0.999996304512031,1.364788087913536e-07,1.364788087913536e-07,1.364788087913536e-07,-7.152556236178498e-07,-7.152556236178498e-07
Waterproof <- DSUB,gemma4:12b,state_303,Waterproof_Male,Waterproof_Male,DSUB_Male,DSUB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/Waterproof_Male/DSUB_Male.json,0.9999980926513672,0.9999980926513672,0.9999980926513672,1.0351453254637849e-08,1.0351453254637849e-08,1.0351453254637849e-08,A,gemma4-12b/responses/state_303/Waterproof_Male/DSUB_Male.json,0.9999930858610072,0.9999930858610072,0.9999930858610072,1.265755768274592e-07,1.265755768274592e-07,1.265755768274592e-07,-5.006790359973756e-06,-5.006790359973756e-06
DSUB <- USB,qwen3.5:4b,original,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/DSUB_Male/USB_Male.json,0.6951338732400051,0.6951338732400051,0.6951338732400051,0.14270886294415996,0.14270886294415996,0.14270886294415996,A,qwen3.5-4b/responses/original/DSUB_Male/USB_Male.json,0.7526491814313091,0.7526491814313091,0.7526491814313091,0.08594043428952203,0.08594043428952203,0.08594043428952203,0.057515308191304015,0.057515308191304015
DSUB <- USB,qwen3.5:4b,state_101,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,True,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/DSUB_Male/USB_Male.json,0.7925171886722632,0.7925171886722632,0.7925171886722632,0.0946999924090709,0.0946999924090709,0.0946999924090709,A,qwen3.5-4b/responses/state_101/DSUB_Male/USB_Male.json,0.7592350830940751,0.7592350830940751,0.7592350830940751,0.0820814172842884,0.0820814172842884,0.0820814172842884,-0.033282105578188115,-0.033282105578188115
DSUB <- USB,qwen3.5:4b,state_202,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/DSUB_Male/USB_Male.json,0.6141752073350786,0.6141752073350786,0.6141752073350786,0.14704457800689882,0.14704457800689882,0.14704457800689882,A,qwen3.5-4b/responses/state_202/DSUB_Male/USB_Male.json,0.7537263107066036,0.7537263107066036,0.7537263107066036,0.0649026633015583,0.0649026633015583,0.0649026633015583,0.139551103371525,0.139551103371525
DSUB <- USB,qwen3.5:4b,state_303,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,True,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_303/DSUB_Male/USB_Male.json,0.7905933274678498,0.7905933274678498,0.7905933274678498,0.09691259868090042,0.09691259868090042,0.09691259868090042,A,qwen3.5-4b/responses/state_303/DSUB_Male/USB_Male.json,0.7657333005912547,0.7657333005912547,0.7657333005912547,0.0882241270953795,0.0882241270953795,0.0882241270953795,-0.024860026876595165,-0.024860026876595165
DSUB <- USB,qwen3.5:9b,original,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/original/DSUB_Male/USB_Male.json,0.9787433737781875,0.9787433737781875,0.9787433737781875,0.012032538666878633,0.012032538666878633,0.012032538666878633,A,qwen3.5-9b/responses/original/DSUB_Male/USB_Male.json,0.7301738331964931,0.7301738331964931,0.7301738331964931,0.11344881391649521,0.11344881391649521,0.11344881391649521,-0.24856954058169445,-0.24856954058169445
DSUB <- USB,qwen3.5:9b,state_101,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,True,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_101/DSUB_Male/USB_Male.json,0.9800379267304664,0.9800379267304664,0.9800379267304664,0.013940721568846844,0.013940721568846844,0.013940721568846844,A,qwen3.5-9b/responses/state_101/DSUB_Male/USB_Male.json,0.8226667640498193,0.8226667640498193,0.8226667640498193,0.0694632048210105,0.0694632048210105,0.0694632048210105,-0.1573711626806471,-0.1573711626806471
DSUB <- USB,qwen3.5:9b,state_202,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_202/DSUB_Male/USB_Male.json,0.9729553453292275,0.9729553453292275,0.9729553453292275,0.015082522806118819,0.015082522806118819,0.015082522806118819,A,qwen3.5-9b/responses/state_202/DSUB_Male/USB_Male.json,0.8111661072462046,0.8111661072462046,0.8111661072462046,0.08343217469904189,0.08343217469904189,0.08343217469904189,-0.1617892380830228,-0.1617892380830228
DSUB <- USB,qwen3.5:9b,state_303,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,True,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_303/DSUB_Male/USB_Male.json,0.9718077770591151,0.9718077770591151,0.9718077770591151,0.02097547584727315,0.02097547584727315,0.02097547584727315,A,qwen3.5-9b/responses/state_303/DSUB_Male/USB_Male.json,0.8637992206522298,0.8637992206522298,0.8637992206522298,0.07391971795568501,0.07391971795568501,0.07391971795568501,-0.10800855640688534,-0.10800855640688534
DSUB <- USB,gemma4:12b,original,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/original/DSUB_Male/USB_Male.json,0.766607761218001,0.766607761218001,0.766607761218001,2.4526964097922018e-06,2.4526964097922018e-06,2.4526964097922018e-06,A,gemma4-12b/responses/original/DSUB_Male/USB_Male.json,0.9999655485157953,0.9999655485157953,0.9999655485157953,3.7716679007201362e-06,3.7716679007201362e-06,3.7716679007201362e-06,0.23335778729779433,0.23335778729779433
DSUB <- USB,gemma4:12b,state_101,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,True,B,../vlm_four_scene_20260925/raw/gemma4-12b/state_101/DSUB_Male/USB_Male.json,0.010739453029638676,0.010739453029638676,0.010739453029638676,7.916363105823547e-05,7.916363105823547e-05,7.916363105823547e-05,A,gemma4-12b/responses/state_101/DSUB_Male/USB_Male.json,0.9999918937684245,0.9999918937684245,0.9999918937684245,5.509403928659281e-07,5.509403928659281e-07,5.509403928659281e-07,0.9892524407387858,0.9892524407387858
DSUB <- USB,gemma4:12b,state_202,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/DSUB_Male/USB_Male.json,0.999241471282173,0.999241471282173,0.999241471282173,1.0332699148352543e-07,1.0332699148352543e-07,1.0332699148352543e-07,A,gemma4-12b/responses/state_202/DSUB_Male/USB_Male.json,0.99995839595758,0.99995839595758,0.99995839595758,6.986062428836468e-06,6.986062428836468e-06,6.986062428836468e-06,0.0007169246754069603,0.0007169246754069603
DSUB <- USB,gemma4:12b,state_303,DSUB_Male,DSUB_Male,USB_Male,USB_Male,False,False,True,B,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/DSUB_Male/USB_Male.json,0.0018958665154843741,0.0018958665154843741,0.0018958665154843741,6.942119480094367e-05,6.942119480094367e-05,6.942119480094367e-05,A,gemma4-12b/responses/state_303/DSUB_Male/USB_Male.json,0.9999864101405658,0.9999864101405658,0.9999864101405658,1.1546262537299908e-06,1.1546262537299908e-06,1.1546262537299908e-06,0.9980905436250814,0.9980905436250814
Gear <- hex nut,qwen3.5:4b,original,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Large/M12_Hex_Nut.json,0.5587233286099362,0.5587233286099362,0.5587233286099362,0.3643985184750792,0.3643985184750792,0.3643985184750792,A,qwen3.5-4b/responses/original/Gear_Large/M12_Hex_Nut.json,0.7328685028212598,0.7328685028212598,0.7328685028212598,0.169998304587755,0.169998304587755,0.169998304587755,0.17414517421132358,0.17414517421132358
Gear <- hex nut,qwen3.5:4b,original,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Medium/M12_Hex_Nut.json,0.44042806117806327,0.44042806117806327,0.44042806117806327,0.4955267141340026,0.4955267141340026,0.4955267141340026,A,qwen3.5-4b/responses/original/Gear_Medium/M12_Hex_Nut.json,0.7328685028212598,0.7328685028212598,0.7328685028212598,0.169998304587755,0.169998304587755,0.169998304587755,0.29244044164319655,0.29244044164319655
Gear <- hex nut,qwen3.5:4b,original,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Small/M12_Hex_Nut.json,0.5019451856974617,0.5019451856974617,0.5019451856974617,0.4225754817116553,0.4225754817116553,0.4225754817116553,A,qwen3.5-4b/responses/original/Gear_Small/M12_Hex_Nut.json,0.7328685028212598,0.7328685028212598,0.7328685028212598,0.169998304587755,0.169998304587755,0.169998304587755,0.2309233171237981,0.2309233171237981
Gear <- hex nut,qwen3.5:4b,original,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Large/M16_Hex_Nut.json,0.327529991319933,0.327529991319933,0.327529991319933,0.6107219373437062,0.6107219373437062,0.6107219373437062,A,qwen3.5-4b/responses/original/Gear_Large/M16_Hex_Nut.json,0.45473504881028454,0.45473504881028454,0.45473504881028454,0.4182963595522384,0.4182963595522384,0.4182963595522384,0.12720505749035155,0.12720505749035155
Gear <- hex nut,qwen3.5:4b,original,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Medium/M16_Hex_Nut.json,0.32121532015737514,0.32121532015737514,0.32121532015737514,0.6239731824232795,0.6239731824232795,0.6239731824232795,A,qwen3.5-4b/responses/original/Gear_Medium/M16_Hex_Nut.json,0.45473504881028454,0.45473504881028454,0.45473504881028454,0.4182963595522384,0.4182963595522384,0.4182963595522384,0.1335197286529094,0.1335197286529094
Gear <- hex nut,qwen3.5:4b,original,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/Gear_Small/M16_Hex_Nut.json,0.3198986802673168,0.3198986802673168,0.3198986802673168,0.6223562334355768,0.6223562334355768,0.6223562334355768,A,qwen3.5-4b/responses/original/Gear_Small/M16_Hex_Nut.json,0.45473504881028454,0.45473504881028454,0.45473504881028454,0.4182963595522384,0.4182963595522384,0.4182963595522384,0.1348363685429677,0.1348363685429677
Gear <- hex nut,qwen3.5:4b,state_101,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Large/M12_Hex_Nut.json,0.38733155232309363,0.38733155232309363,0.38733155232309363,0.5080512155592125,0.5080512155592125,0.5080512155592125,A,qwen3.5-4b/responses/state_101/Gear_Large/M12_Hex_Nut.json,0.43072776810276797,0.43072776810276797,0.43072776810276797,0.3628454802131459,0.3628454802131459,0.3628454802131459,0.04339621577967434,0.04339621577967434
Gear <- hex nut,qwen3.5:4b,state_101,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Medium/M12_Hex_Nut.json,0.275610373906604,0.275610373906604,0.275610373906604,0.6601568381001396,0.6601568381001396,0.6601568381001396,A,qwen3.5-4b/responses/state_101/Gear_Medium/M12_Hex_Nut.json,0.43072776810276797,0.43072776810276797,0.43072776810276797,0.3628454802131459,0.3628454802131459,0.3628454802131459,0.155117394196164,0.155117394196164
Gear <- hex nut,qwen3.5:4b,state_101,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Small/M12_Hex_Nut.json,0.3889988548256258,0.3889988548256258,0.3889988548256258,0.5190448738574418,0.5190448738574418,0.5190448738574418,A,qwen3.5-4b/responses/state_101/Gear_Small/M12_Hex_Nut.json,0.43072776810276797,0.43072776810276797,0.43072776810276797,0.3628454802131459,0.3628454802131459,0.3628454802131459,0.04172891327714218,0.04172891327714218
Gear <- hex nut,qwen3.5:4b,state_101,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Large/M16_Hex_Nut.json,0.5468911492711814,0.5468911492711814,0.5468911492711814,0.3850194618391135,0.3850194618391135,0.3850194618391135,A,qwen3.5-4b/responses/state_101/Gear_Large/M16_Hex_Nut.json,0.8649626961684397,0.8649626961684397,0.8649626961684397,0.09059593194175225,0.09059593194175225,0.09059593194175225,0.31807154689725825,0.31807154689725825
Gear <- hex nut,qwen3.5:4b,state_101,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Medium/M16_Hex_Nut.json,0.4799308651456833,0.4799308651456833,0.4799308651456833,0.4691854094365391,0.4691854094365391,0.4691854094365391,A,qwen3.5-4b/responses/state_101/Gear_Medium/M16_Hex_Nut.json,0.8649626961684397,0.8649626961684397,0.8649626961684397,0.09059593194175225,0.09059593194175225,0.09059593194175225,0.3850318310227564,0.3850318310227564
Gear <- hex nut,qwen3.5:4b,state_101,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Small/M16_Hex_Nut.json,0.5769595356401199,0.5769595356401199,0.5769595356401199,0.34548888585883286,0.34548888585883286,0.34548888585883286,A,qwen3.5-4b/responses/state_101/Gear_Small/M16_Hex_Nut.json,0.8649626961684397,0.8649626961684397,0.8649626961684397,0.09059593194175225,0.09059593194175225,0.09059593194175225,0.28800316052831976,0.28800316052831976
Gear <- hex nut,qwen3.5:4b,state_202,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/M12_Hex_Nut.json,0.6411496412026078,0.6411496412026078,0.6411496412026078,0.2922452926358109,0.2922452926358109,0.2922452926358109,A,qwen3.5-4b/responses/state_202/Gear_Large/M12_Hex_Nut.json,0.6911659751390938,0.6911659751390938,0.6911659751390938,0.16196861881533942,0.16196861881533942,0.16196861881533942,0.05001633393648608,0.05001633393648608
Gear <- hex nut,qwen3.5:4b,state_202,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/M12_Hex_Nut.json,0.6523000693260603,0.6523000693260603,0.6523000693260603,0.2662938061079037,0.2662938061079037,0.2662938061079037,A,qwen3.5-4b/responses/state_202/Gear_Medium/M12_Hex_Nut.json,0.6911659751390938,0.6911659751390938,0.6911659751390938,0.16196861881533942,0.16196861881533942,0.16196861881533942,0.03886590581303351,0.03886590581303351
Gear <- hex nut,qwen3.5:4b,state_202,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/M12_Hex_Nut.json,0.6611332230303729,0.6611332230303729,0.6611332230303729,0.2540591016304288,0.2540591016304288,0.2540591016304288,A,qwen3.5-4b/responses/state_202/Gear_Small/M12_Hex_Nut.json,0.6911659751390938,0.6911659751390938,0.6911659751390938,0.16196861881533942,0.16196861881533942,0.16196861881533942,0.030032752108720917,0.030032752108720917
Gear <- hex nut,qwen3.5:4b,state_202,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/M16_Hex_Nut.json,0.36799692459830935,0.36799692459830935,0.36799692459830935,0.47211564358838704,0.47211564358838704,0.47211564358838704,C,qwen3.5-4b/responses/state_202/Gear_Large/M16_Hex_Nut.json,0.321786222293909,0.321786222293909,0.321786222293909,0.3866571525288442,0.3866571525288442,0.3866571525288442,-0.04621070230440033,-0.04621070230440033
Gear <- hex nut,qwen3.5:4b,state_202,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/M16_Hex_Nut.json,0.3596717541527953,0.3596717541527953,0.3596717541527953,0.5358306123568538,0.5358306123568538,0.5358306123568538,C,qwen3.5-4b/responses/state_202/Gear_Medium/M16_Hex_Nut.json,0.321786222293909,0.321786222293909,0.321786222293909,0.3866571525288442,0.3866571525288442,0.3866571525288442,-0.03788553185888627,-0.03788553185888627
Gear <- hex nut,qwen3.5:4b,state_202,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/M16_Hex_Nut.json,0.3594953617988555,0.3594953617988555,0.3594953617988555,0.45910135106404815,0.45910135106404815,0.45910135106404815,C,qwen3.5-4b/responses/state_202/Gear_Small/M16_Hex_Nut.json,0.321786222293909,0.321786222293909,0.321786222293909,0.3866571525288442,0.3866571525288442,0.3866571525288442,-0.037709139504946476,-0.037709139504946476
Gear <- hex nut,qwen3.5:4b,state_303,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_303/Gear_Large/M12_Hex_Nut.json,0.5054016114729819,0.5054016114729819,0.5054016114729819,0.4136841244747376,0.4136841244747376,0.4136841244747376,A,qwen3.5-4b/responses/state_303/Gear_Large/M12_Hex_Nut.json,0.7777361922672602,0.7777361922672602,0.7777361922672602,0.1445645753359793,0.1445645753359793,0.1445645753359793,0.2723345807942783,0.2723345807942783
Gear <- hex nut,qwen3.5:4b,state_303,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_303/Gear_Medium/M12_Hex_Nut.json,0.3981844157142091,0.3981844157142091,0.3981844157142091,0.5390128405990562,0.5390128405990562,0.5390128405990562,A,qwen3.5-4b/responses/state_303/Gear_Medium/M12_Hex_Nut.json,0.7777361922672602,0.7777361922672602,0.7777361922672602,0.1445645753359793,0.1445645753359793,0.1445645753359793,0.3795517765530511,0.3795517765530511
Gear <- hex nut,qwen3.5:4b,state_303,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_303/Gear_Small/M12_Hex_Nut.json,0.47092473171062565,0.47092473171062565,0.47092473171062565,0.44293407587102734,0.44293407587102734,0.44293407587102734,A,qwen3.5-4b/responses/state_303/Gear_Small/M12_Hex_Nut.json,0.7777361922672602,0.7777361922672602,0.7777361922672602,0.1445645753359793,0.1445645753359793,0.1445645753359793,0.30681146055663455,0.30681146055663455
Gear <- hex nut,qwen3.5:4b,state_303,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_303/Gear_Large/M16_Hex_Nut.json,0.4532645556316705,0.4532645556316705,0.4532645556316705,0.4419142486213498,0.4419142486213498,0.4419142486213498,A,qwen3.5-4b/responses/state_303/Gear_Large/M16_Hex_Nut.json,0.6778563792262631,0.6778563792262631,0.6778563792262631,0.18912714326211452,0.18912714326211452,0.18912714326211452,0.22459182359459257,0.22459182359459257
Gear <- hex nut,qwen3.5:4b,state_303,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_303/Gear_Medium/M16_Hex_Nut.json,0.29795159124025666,0.29795159124025666,0.29795159124025666,0.6318786220906525,0.6318786220906525,0.6318786220906525,A,qwen3.5-4b/responses/state_303/Gear_Medium/M16_Hex_Nut.json,0.6778563792262631,0.6778563792262631,0.6778563792262631,0.18912714326211452,0.18912714326211452,0.18912714326211452,0.3799047879860064,0.3799047879860064
Gear <- hex nut,qwen3.5:4b,state_303,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,C,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_303/Gear_Small/M16_Hex_Nut.json,0.4262001509102408,0.4262001509102408,0.4262001509102408,0.4651841869861194,0.4651841869861194,0.4651841869861194,A,qwen3.5-4b/responses/state_303/Gear_Small/M16_Hex_Nut.json,0.6778563792262631,0.6778563792262631,0.6778563792262631,0.18912714326211452,0.18912714326211452,0.18912714326211452,0.25165622831602225,0.25165622831602225
Gear <- hex nut,qwen3.5:9b,original,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/original/Gear_Large/M12_Hex_Nut.json,0.9770920881955736,0.9770920881955736,0.9770920881955736,0.018081481719264776,0.018081481719264776,0.018081481719264776,A,qwen3.5-9b/responses/original/Gear_Large/M12_Hex_Nut.json,0.637896231049225,0.637896231049225,0.637896231049225,0.26905845088380664,0.26905845088380664,0.26905845088380664,-0.3391958571463486,-0.3391958571463486
