model,state,target,target_name,target_family,posthoc_identity,observed_family,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,logp_A,p_A,p_A_lower,p_A_upper,logp_B,p_B,p_B_lower,p_B_upper,logp_C,p_C,p_C_lower,p_C_upper
gemma4:12b,original,RGOCG12-50_12mm,12 mm round pin,round_pin,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,gemma4-12b/responses/original/RGOCG12-50_12mm/Gear_Medium.json,0.43886650004424155,B,-11.219813346862793,1.340593086765783e-05,1.340593086765783e-05,1.340593086765783e-05,-0.0004262044094502926,0.999573886402747,0.999573886402747,0.999573886402747,-7.795248985290527,0.0004116862675217926,0.0004116862675217926,0.0004116862675217926
gemma4:12b,original,RGOCG8-50_8mm,8 mm round pin,round_pin,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,gemma4-12b/responses/original/RGOCG8-50_8mm/Gear_Medium.json,0.4295611000270583,B,-11.219813346862793,1.340593086765783e-05,1.340593086765783e-05,1.340593086765783e-05,-0.0004262044094502926,0.999573886402747,0.999573886402747,0.999573886402747,-7.795248985290527,0.0004116862675217926,0.0004116862675217926,0.0004116862675217926
gemma4:12b,original,USB_Male,USB connector + cable,USB_Male,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,gemma4-12b/responses/original/USB_Male/Gear_Medium.json,1.2629033999983221,B,-16.56186866760254,6.416110393270192e-08,6.416110393270192e-08,6.416110393270192e-08,-3.087568256887607e-05,0.9999691247940801,0.9999691247940801,0.9999691247940801,-10.393097877502441,3.064325829569383e-05,3.064325829569383e-05,3.064325829569383e-05
gemma4:12b,original,DSUB_Male,DSUB connector,DSUB_Male,Gear_Medium,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Medium.png,32184c8966576de2b036c51d8d5e7cd940e019617b393dc6403bb6f08a234392,gemma4-12b/responses/original/DSUB_Male/Gear_Medium.json,1.1572167999693193,B,-15.954066276550293,1.1782489249490763e-07,1.1782489249490763e-07,1.1782489249490763e-07,-2.8729851692332886e-05,0.9999712705610059,0.9999712705610059,0.9999712705610059,-10.467220306396484,2.845404277603478e-05,2.845404277603478e-05,2.845404277603478e-05
gemma4:12b,original,Gear_Large,Large gear,gear,Gear_Small,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/Gear_Large/Gear_Small.json,1.1235142000368796,A,-3.57628505298635e-06,0.9999964237213419,0.9999964237213419,0.9999964237213419,-13.831293106079102,9.843413436653562e-07,9.843413436653562e-07,9.843413436653562e-07,-14.982248306274414,3.113810896483383e-07,3.113810896483383e-07,3.113810896483383e-07
gemma4:12b,original,Gear_Medium,Medium gear,gear,Gear_Small,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/Gear_Medium/Gear_Small.json,0.45994859997881576,A,-3.099446303167497e-06,0.9999969005585001,0.9999969005585001,0.9999969005585001,-14.16434383392334,7.055107460674983e-07,7.055107460674983e-07,7.055107460674983e-07,-15.307219505310059,2.2498783445108682e-07,2.2498783445108682e-07,2.2498783445108682e-07
gemma4:12b,original,Gear_Small,Small gear,gear,Gear_Small,gear,True,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/Gear_Small/Gear_Small.json,0.42779889999656007,A,-3.099446303167497e-06,0.9999969005585001,0.9999969005585001,0.9999969005585001,-14.16434383392334,7.055107460674983e-07,7.055107460674983e-07,7.055107460674983e-07,-15.307219505310059,2.2498783445108682e-07,2.2498783445108682e-07,2.2498783445108682e-07
gemma4:12b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/Waterproof_Male/Gear_Small.json,1.2311178999952972,B,-13.4783935546875,1.4009029643871677e-06,1.4009029643871677e-06,1.4009029643871677e-06,-0.0001512880262453109,0.9998487234172111,0.9998487234172111,0.9998487234172111,-8.808575630187988,0.00014944597073979194,0.00014944597073979194,0.00014944597073979194
gemma4:12b,original,M12_Hex_Nut,M12 hex nut,hex_nut,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/M12_Hex_Nut/Gear_Small.json,1.1400348999886774,B,-15.833002090454102,1.3298864471475777e-07,1.3298864471475777e-07,1.3298864471475777e-07,-1.0728841743912199e-06,0.9999989271164011,0.9999989271164011,0.9999989271164011,-14.369230270385742,5.748077094738143e-07,5.748077094738143e-07,5.748077094738143e-07
gemma4:12b,original,M16_Hex_Nut,M16 hex nut,hex_nut,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/M16_Hex_Nut/Gear_Small.json,0.4527399999788031,B,-15.947305679321289,1.186241578479373e-07,1.186241578479373e-07,1.186241578479373e-07,-9.536747711536009e-07,0.9999990463256836,0.9999990463256836,0.9999990463256836,-14.529245376586914,4.89811420232268e-07,4.89811420232268e-07,4.89811420232268e-07
gemma4:12b,original,RGOCG16-50_16mm,16 mm round pin,round_pin,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/RGOCG16-50_16mm/Gear_Small.json,1.2297004999709316,B,-13.549345970153809,1.3049498198465245e-06,1.3049498198465245e-06,1.3049498198465245e-06,-1.1920999895664863e-05,0.9999880790711592,0.9999880790711592,0.9999880790711592,-11.499993324279785,1.013016122452705e-05,1.013016122452705e-05,1.013016122452705e-05
gemma4:12b,original,RGOCG12-50_12mm,12 mm round pin,round_pin,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/RGOCG12-50_12mm/Gear_Small.json,0.410749799979385,B,-13.593384742736816,1.2487284770387135e-06,1.2487284770387135e-06,1.2487284770387135e-06,-1.1920999895664863e-05,0.9999880790711592,0.9999880790711592,0.9999880790711592,-11.466878890991211,1.0471231785142236e-05,1.0471231785142236e-05,1.0471231785142236e-05
gemma4:12b,original,RGOCG8-50_8mm,8 mm round pin,round_pin,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/RGOCG8-50_8mm/Gear_Small.json,0.4284526000265032,B,-13.593384742736816,1.2487284770387135e-06,1.2487284770387135e-06,1.2487284770387135e-06,-1.1920999895664863e-05,0.9999880790711592,0.9999880790711592,0.9999880790711592,-11.466878890991211,1.0471231785142236e-05,1.0471231785142236e-05,1.0471231785142236e-05
gemma4:12b,original,USB_Male,USB connector + cable,USB_Male,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/USB_Male/Gear_Small.json,1.2878235999960452,B,-16.11279296875,1.0053167663111236e-07,1.0053167663111236e-07,1.0053167663111236e-07,-3.421365181566216e-05,0.9999657869334646,0.9999657869334646,0.9999657869334646,-10.295032501220703,3.3800583198836725e-05,3.3800583198836725e-05,3.3800583198836725e-05
gemma4:12b,original,DSUB_Male,DSUB connector,DSUB_Male,Gear_Small,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Small.png,12582ccd34fdba48126c0e1e0d71701e3ab31413538cfcbedfd42b8adf7e792c,gemma4-12b/responses/original/DSUB_Male/Gear_Small.json,1.2094881000230089,B,-15.67888355255127,1.5514843198456533e-07,1.5514843198456533e-07,1.5514843198456533e-07,-1.633180545468349e-05,0.9999836683279085,0.9999836683279085,0.9999836683279085,-11.03770923614502,1.6083619341006095e-05,1.6083619341006095e-05,1.6083619341006095e-05
gemma4:12b,original,Gear_Large,Large gear,gear,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/Gear_Large/Waterproof_Male.json,1.047599200042896,B,-12.784993171691895,2.802515442681282e-06,2.802515442681282e-06,2.802515442681282e-06,-0.1842392235994339,0.8317368089522664,0.8317368089522664,0.8317368089522664,-1.782256007194519,0.1682581272202469,0.1682581272202469,0.1682581272202469
gemma4:12b,original,Gear_Medium,Medium gear,gear,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/Gear_Medium/Waterproof_Male.json,0.41498559998581186,B,-13.20714282989502,1.8374297646769322e-06,1.8374297646769322e-06,1.8374297646769322e-06,-0.11270277202129364,0.8934161689377725,0.8934161689377725,0.8934161689377725,-2.238858699798584,0.10658007485275013,0.10658007485275013,0.10658007485275013
gemma4:12b,original,Gear_Small,Small gear,gear,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/Gear_Small/Waterproof_Male.json,0.4103559000068344,B,-13.20714282989502,1.8374297646769322e-06,1.8374297646769322e-06,1.8374297646769322e-06,-0.11270277202129364,0.8934161689377725,0.8934161689377725,0.8934161689377725,-2.238858699798584,0.10658007485275013,0.10658007485275013,0.10658007485275013
gemma4:12b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,Waterproof_Male,Waterproof_Male,True,True,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/Waterproof_Male/Waterproof_Male.json,1.280579200014472,A,-3.57628505298635e-06,0.9999964237213419,0.9999964237213419,0.9999964237213419,-14.257976531982422,6.424502005950856e-07,6.424502005950856e-07,6.424502005950856e-07,-14.911901473999023,3.34074613903152e-07,3.34074613903152e-07,3.34074613903152e-07
gemma4:12b,original,M12_Hex_Nut,M12 hex nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/M12_Hex_Nut/Waterproof_Male.json,1.1410349999787286,B,-12.520758628845215,3.6500903806839827e-06,3.6500903806839827e-06,3.6500903806839827e-06,-0.010945639573037624,0.9891140459758052,0.9891140459758052,0.9891140459758052,-4.520638942718506,0.010882068428406432,0.010882068428406432,0.010882068428406432
gemma4:12b,original,M16_Hex_Nut,M16 hex nut,hex_nut,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/M16_Hex_Nut/Waterproof_Male.json,0.3931666999706067,B,-12.024736404418945,5.994091017488271e-06,5.994091017488271e-06,5.994091017488271e-06,-0.02483769878745079,0.9754682188560136,0.9754682188560136,0.9754682188560136,-3.708048105239868,0.024525347479794495,0.024525347479794495,0.024525347479794495
gemma4:12b,original,RGOCG16-50_16mm,16 mm round pin,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/RGOCG16-50_16mm/Waterproof_Male.json,1.1874896000372246,B,-13.882087707519531,9.355907326629883e-07,9.355907326629883e-07,9.355907326629883e-07,-0.0005021163378842175,0.9994980097014278,0.9994980097014278,0.9994980097014278,-7.5990071296691895,0.000500948563572926,0.000500948563572926,0.000500948563572926
gemma4:12b,original,RGOCG12-50_12mm,12 mm round pin,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/RGOCG12-50_12mm/Waterproof_Male.json,0.45277050003642216,B,-13.80458927154541,1.010981141366607e-06,1.010981141366607e-06,1.010981141366607e-06,-0.0007579814409837127,0.9992423057543812,0.9992423057543812,0.9992423057543812,-7.18707275390625,0.0007562997588886036,0.0007562997588886036,0.0007562997588886036
gemma4:12b,original,RGOCG8-50_8mm,8 mm round pin,round_pin,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/RGOCG8-50_8mm/Waterproof_Male.json,0.45203890005359426,B,-13.80458927154541,1.010981141366607e-06,1.010981141366607e-06,1.010981141366607e-06,-0.0007579814409837127,0.9992423057543812,0.9992423057543812,0.9992423057543812,-7.18707275390625,0.0007562997588886036,0.0007562997588886036,0.0007562997588886036
gemma4:12b,original,USB_Male,USB connector + cable,USB_Male,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/USB_Male/Waterproof_Male.json,1.1570357999880798,B,-14.825506210327148,3.64220563066923e-07,3.64220563066923e-07,3.64220563066923e-07,-0.0033204187639057636,0.99668508773017,0.99668508773017,0.99668508773017,-5.709559440612793,0.003314132295416077,0.003314132295416077,0.003314132295416077
gemma4:12b,original,DSUB_Male,DSUB connector,DSUB_Male,Waterproof_Male,Waterproof_Male,False,False,False,../vlm_four_scene_20260925/input_crops/original/Waterproof_Male.png,41b585482c19ce36d3222b4ce188fedb570a2c64e3d131c84b65485afb23e2f0,gemma4-12b/responses/original/DSUB_Male/Waterproof_Male.json,1.2020290999789722,A,-0.002363731386139989,0.997639060027076,0.997639060027076,0.997639060027076,-6.6343674659729,0.0013144098912498908,0.0013144098912498908,0.0013144098912498908,-6.862916469573975,0.0010458592636473302,0.0010458592636473302,0.0010458592636473302
gemma4:12b,original,Gear_Large,Large gear,gear,M12_Hex_Nut,hex_nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,gemma4-12b/responses/original/Gear_Large/M12_Hex_Nut.json,1.1290011000237428,B,-2.7342569828033447,0.06494224238470976,0.06494224238470976,0.06494224238470976,-0.13102364540100098,0.8771970324702294,0.8771970324702294,0.8771970324702294,-2.8497793674468994,0.057857084623032844,0.057857084623032844,0.057857084623032844
gemma4:12b,original,Gear_Medium,Medium gear,gear,M12_Hex_Nut,hex_nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,gemma4-12b/responses/original/Gear_Medium/M12_Hex_Nut.json,0.43394949997309595,B,-2.9083850383758545,0.054563777159737245,0.054563777159737245,0.054563777159737245,-0.10852133482694626,0.8971597538646954,0.8971597538646954,0.8971597538646954,-3.0308825969696045,0.048273013703133416,0.048273013703133416,0.048273013703133416
gemma4:12b,original,Gear_Small,Small gear,gear,M12_Hex_Nut,hex_nut,False,False,False,../vlm_four_scene_20260925/input_crops/original/M12_Hex_Nut.png,38c0f98390b534a6792efcbe2e21a4c07ceeeea957ea1c15c814989186114245,gemma4-12b/responses/original/Gear_Small/M12_Hex_Nut.json,0.4522927000070922,B,-2.9083850383758545,0.054563777159737245,0.054563777159737245,0.054563777159737245,-0.10852133482694626,0.8971597538646954,0.8971597538646954,0.8971597538646954,-3.0308825969696045,0.048273013703133416,0.048273013703133416,0.048273013703133416
